num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,anio
11008,2023,2,2,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,11,Hombre,38,35-39,35-39,35 - 39,Ebrio,Mayor,Automóvil,Mazda,Ignorado,2013,2010-2019,Choque,2023
11009,2023,2,2,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,11,Mujer,37,35-39,35-39,35 - 39,Ebrio,Mayor,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
11010,2023,2,2,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,11,Hombre,68,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Skoda,Gris,2008,2000-2009,Colisión,2023
11011,2023,2,8,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,7,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2023
11012,2023,2,12,12:00 a 17:59,Tarde,Diciembre,Sábado,Guatemala,Guatemala,12,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11013,2023,2,9,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,9,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11014,2023,2,9,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,9,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11015,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Guatemala,Villa Nueva,12,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Gris,1992,1990-1999,Colisión,2023
11016,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Guatemala,Villa Nueva,12,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Hyundai,Gris,2003,2000-2009,Colisión,2023
11017,2023,2,7,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Isuzu,Blanco,Ignorado,Ignorado,Colisión,2023
11018,2023,2,7,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Blanco,Ignorado,Ignorado,Colisión,2023
11019,2023,2,12,12:00 a 17:59,Tarde,Diciembre,Sábado,Guatemala,Villa Nueva,5,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape,2023
11020,2023,2,7,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Mixco,8,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Yamaha,Blanco,Ignorado,Ignorado,Choque,2023
11021,2023,2,23,18:00 a 23:59,Noche,Diciembre,Sábado,Guatemala,Mixco,4,Mujer,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Gris,2006,2000-2009,Colisión,2023
11022,2023,2,23,18:00 a 23:59,Noche,Diciembre,Sábado,Guatemala,Mixco,4,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2018,2010-2019,Colisión,2023
11023,2023,2,23,18:00 a 23:59,Noche,Diciembre,Sábado,Jalapa,Jalapa,Ignorado,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Mitsubishi,Negro,2016,2010-2019,Colisión,2023
11024,2023,2,23,18:00 a 23:59,Noche,Diciembre,Sábado,Jalapa,Jalapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,2023
11025,2023,2,20,18:00 a 23:59,Noche,Diciembre,Sábado,Chiquimula,Chiquimula,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,MRT,Ignorado,Ignorado,Ignorado,Colisión,2023
11026,2023,2,20,18:00 a 23:59,Noche,Diciembre,Sábado,Chiquimula,Chiquimula,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión,2023
11027,2023,2,7,06:00 a 11:59,Mañana,Diciembre,Sábado,Escuintla,Palín,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Microbús,Suzuki,Gris,2023,2020-2029,Colisión,2023
11028,2023,2,7,06:00 a 11:59,Mañana,Diciembre,Sábado,Escuintla,Palín,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2022,2020-2029,Colisión,2023
11029,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Escuintla,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Verde,1991,1990-1999,Colisión,2023
11030,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Escuintla,Ignorado,Hombre,62,60-64,60 y más,60 - 64,Ignorado,Mayor,Pick up,Ford,Blanco,2008,2000-2009,Colisión,2023
11031,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Guanagazapa,Ignorado,Hombre,64,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Chery Destiny,Gris,2009,2000-2009,Colisión,2023
11032,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Guanagazapa,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,2023
11033,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Escuintla,1,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2015,2010-2019,Derrape,2023
11034,2023,2,5,00:00 a 05:59,Mañana,Diciembre,Sábado,Suchitepéquez,San Bernardino,Ignorado,Mujer,30,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Negro,Ignorado,Ignorado,Vuelco,2023
11035,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Ignorado,Beige,Ignorado,Ignorado,Colisión,2023
11036,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Ignorado,Corinto,1993,1990-1999,Colisión,2023
11037,2023,2,21,18:00 a 23:59,Noche,Diciembre,Sábado,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
11038,2023,2,21,18:00 a 23:59,Noche,Diciembre,Sábado,Baja Verapaz,San Miguel Chicaj,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
11039,2023,2,15,12:00 a 17:59,Tarde,Diciembre,Sábado,Petén,La Libertad,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,Choque,2023
11040,2023,2,19,18:00 a 23:59,Noche,Diciembre,Sábado,Petén,Sayaxché,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
11041,2023,2,18,18:00 a 23:59,Noche,Diciembre,Sábado,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Nissan,Beige,2002,2000-2009,Colisión,2023
11042,2023,2,18,18:00 a 23:59,Noche,Diciembre,Sábado,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,2024,2020-2029,Colisión,2023
11043,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Santa Rosa,Nueva Santa Rosa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Italika,Rojo,2010,2010-2019,Choque,2023
11044,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Escuintla,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Café,2002,2000-2009,Colisión,2023
11045,2023,2,22,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Escuintla,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11046,2023,3,15,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,Guatemala,8,Hombre,45,45-49,45-49,45 - 49,Ebrio,Mayor,Automóvil,Toyota,Azul,2007,2000-2009,Colisión,2023
11047,2023,3,15,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,Guatemala,8,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Nissan,Azul,2017,2010-2019,Colisión,2023
11048,2023,3,3,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,18,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,2023
11049,2023,3,3,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,18,Hombre,62,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,2023
11050,2023,3,5,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,10,Mujer,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Gris,2009,2000-2009,Colisión,2023
11051,2023,3,5,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,10,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,2023,2020-2029,Colisión,2023
11052,2023,3,15,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,San José Pinula,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Avanti,Rojo,Ignorado,Ignorado,Colisión,2023
11053,2023,3,3,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,2023
11054,2023,3,1,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Isuzu,Azul,1989,1980-1989,Colisión,2023
11055,2023,3,1,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Gris,2003,2000-2009,Colisión,2023
11056,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Negro,2011,2010-2019,Colisión,2023
11057,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2023
11058,2023,3,18,18:00 a 23:59,Noche,Diciembre,Domingo,Jutiapa,Jalpatagua,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,2023
11059,2023,3,18,18:00 a 23:59,Noche,Diciembre,Domingo,Jutiapa,Jalpatagua,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Otros,Ignorado,Ignorado,Ignorado,Colisión,2023
11060,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Chiquimula,Camotán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Mitsubishi,Ignorado,2004,2000-2009,Colisión,2023
11061,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Chiquimula,Camotán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2023
11062,2023,3,8,06:00 a 11:59,Mañana,Diciembre,Domingo,Escuintla,San José,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Serpento,Ignorado,2023,2020-2029,Colisión,2023
11063,2023,3,8,06:00 a 11:59,Mañana,Diciembre,Domingo,Escuintla,San José,Ignorado,Hombre,66,65-69,60 y más,65 - 69,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2024,2020-2029,Colisión,2023
11064,2023,3,20,18:00 a 23:59,Noche,Diciembre,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Yamaha,Negro,2013,2010-2019,Colisión,2023
11065,2023,3,20,18:00 a 23:59,Noche,Diciembre,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Suzuki,Ignorado,2015,2010-2019,Colisión,2023
11066,2023,3,Ignorada,Ignorada,Ignorada,Diciembre,Domingo,Escuintla,Guanagazapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,2020,2020-2029,Colisión,2023
11067,2023,3,Ignorada,Ignorada,Ignorada,Diciembre,Domingo,Escuintla,Guanagazapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,2023
11068,2023,3,15,12:00 a 17:59,Tarde,Diciembre,Domingo,Escuintla,Palín,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Serpento,Rojo,2018,2010-2019,Derrape,2023
11069,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Escuintla,Masagua,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Ford,Blanco,Ignorado,Ignorado,Colisión,2023
11070,2023,3,19,18:00 a 23:59,Noche,Diciembre,Domingo,Escuintla,Masagua,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11071,2023,3,16,12:00 a 17:59,Tarde,Diciembre,Domingo,Escuintla,Masagua,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión,2023
11072,2023,3,16,12:00 a 17:59,Tarde,Diciembre,Domingo,Escuintla,Masagua,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Colisión,2023
11073,2023,3,4,00:00 a 05:59,Mañana,Diciembre,Domingo,Santa Rosa,Taxisco,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Derrape,2023
11074,2023,3,17,12:00 a 17:59,Tarde,Diciembre,Domingo,Santa Rosa,Taxisco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11075,2023,3,14,12:00 a 17:59,Tarde,Diciembre,Domingo,Santa Rosa,Taxisco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2023
11076,2023,3,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,BMW,Verde,Ignorado,Ignorado,Colisión,2023
11077,2023,3,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Blanco,Ignorado,Ignorado,Colisión,2023
11078,2023,3,16,12:00 a 17:59,Tarde,Diciembre,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Rojo,2024,2020-2029,Colisión,2023
11079,2023,3,16,12:00 a 17:59,Tarde,Diciembre,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,51,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Mitsubishi,Negro,2005,2000-2009,Colisión,2023
11080,2023,3,20,18:00 a 23:59,Noche,Diciembre,Domingo,Suchitepéquez,Mazatenango,1,Hombre,27,25-29,25-29,25 - 29,Ebrio,Mayor,Pick up,Volkswagen,Ignorado,Ignorado,Ignorado,Colisión,2023
11081,2023,3,20,18:00 a 23:59,Noche,Diciembre,Domingo,Suchitepéquez,Mazatenango,1,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Suzuki,Café,Ignorado,Ignorado,Colisión,2023
11082,2023,3,1,00:00 a 05:59,Mañana,Diciembre,Domingo,Quetzaltenango,Salcajá,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Foton,Ignorado,Ignorado,Ignorado,Colisión,2023
11083,2023,3,1,00:00 a 05:59,Mañana,Diciembre,Domingo,Quetzaltenango,Salcajá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11084,2023,3,10,06:00 a 11:59,Mañana,Diciembre,Domingo,Huehuetenango,Huehuetenango,11,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Anaranjado,Ignorado,Ignorado,Choque,2023
11085,2023,3,18,18:00 a 23:59,Noche,Diciembre,Domingo,Alta Verapaz,Tucurú,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Moto taxi,TVS Apache,Ignorado,2023,2020-2029,Vuelco,2023
11086,2023,3,23,18:00 a 23:59,Noche,Diciembre,Domingo,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Microbús,Toyota,Verde,2007,2000-2009,Colisión,2023
11087,2023,3,23,18:00 a 23:59,Noche,Diciembre,Domingo,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2018,2010-2019,Colisión,2023
11088,2023,3,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11089,2023,3,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,2023
11090,2023,3,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,2023
11091,2023,4,13,12:00 a 17:59,Tarde,Diciembre,Lunes,Guatemala,Guatemala,1,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Ford,Gris,2007,2000-2009,Colisión,2023
11092,2023,4,13,12:00 a 17:59,Tarde,Diciembre,Lunes,Guatemala,Guatemala,1,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2023,2020-2029,Colisión,2023
11093,2023,4,4,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Guatemala,9,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2015,2010-2019,Colisión,2023
11094,2023,4,0,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,San José del Golfo,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,2023
11095,2023,4,6,06:00 a 11:59,Mañana,Diciembre,Lunes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Movesa,Rojo,2021,2020-2029,Colisión,2023
11096,2023,4,22,18:00 a 23:59,Noche,Diciembre,Lunes,Guatemala,Guatemala,5,Mujer,45,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Hyundai,Verde,2005,2000-2009,Colisión,2023
11097,2023,4,22,18:00 a 23:59,Noche,Diciembre,Lunes,Guatemala,Guatemala,5,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Haojue,Negro,2023,2020-2029,Colisión,2023
11098,2023,4,12,12:00 a 17:59,Tarde,Diciembre,Lunes,Guatemala,San José Pinula,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Avanti,Rojo,2021,2020-2029,Derrape,2023
11099,2023,4,8,06:00 a 11:59,Mañana,Diciembre,Lunes,Guatemala,Villa Nueva,6,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Haojue,Negro,2019,2010-2019,Colisión,2023
11100,2023,4,8,06:00 a 11:59,Mañana,Diciembre,Lunes,Guatemala,Villa Nueva,6,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,2018,2010-2019,Colisión,2023
11101,2023,4,3,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Petapa,Ignorado,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Mazda,Verde,2002,2000-2009,Colisión,2023
11102,2023,4,3,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Petapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisión,2023
11103,2023,4,0,00:00 a 05:59,Mañana,Diciembre,Lunes,Escuintla,Escuintla,Ignorado,Mujer,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Derrape,2023
11104,2023,4,19,18:00 a 23:59,Noche,Diciembre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,2023
11105,2023,4,19,18:00 a 23:59,Noche,Diciembre,Lunes,Escuintla,Escuintla,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
11106,2023,5,7,06:00 a 11:59,Mañana,Diciembre,Martes,Guatemala,Guatemala,1,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Bus urbano,Volvo,Verde,Ignorado,Ignorado,Colisión,2023
11107,2023,5,7,06:00 a 11:59,Mañana,Diciembre,Martes,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Asia Hero,Rojo,2022,2020-2029,Colisión,2023
11108,2023,5,20,18:00 a 23:59,Noche,Diciembre,Martes,Guatemala,Guatemala,15,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Kia,Gris,2013,2010-2019,Colisión,2023
11109,2023,5,20,18:00 a 23:59,Noche,Diciembre,Martes,Guatemala,Guatemala,15,Mujer,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión,2023
11110,2023,5,18,18:00 a 23:59,Noche,Diciembre,Martes,Guatemala,Guatemala,7,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Movesa,Ignorado,2020,2020-2029,Colisión,2023
11111,2023,5,18,18:00 a 23:59,Noche,Diciembre,Martes,Guatemala,Guatemala,7,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Blanco,2010,2010-2019,Colisión,2023
11112,2023,5,16,12:00 a 17:59,Tarde,Diciembre,Martes,Guatemala,Guatemala,7,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11113,2023,5,8,06:00 a 11:59,Mañana,Diciembre,Martes,Guatemala,Guatemala,7,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Otros,Negro,Ignorado,Ignorado,Colisión,2023
11114,2023,5,17,12:00 a 17:59,Tarde,Diciembre,Martes,Guatemala,Mixco,1,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Cabezal,Internacional,Verde,2006,2000-2009,Colisión,2023
11115,2023,5,17,12:00 a 17:59,Tarde,Diciembre,Martes,Guatemala,Mixco,1,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Toyota,Celeste,2004,2000-2009,Colisión,2023
11116,2023,5,0,00:00 a 05:59,Mañana,Diciembre,Martes,Zacapa,Teculután,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,BMW,Gris,2005,2000-2009,Colisión,2023
11117,2023,5,0,00:00 a 05:59,Mañana,Diciembre,Martes,Zacapa,Teculután,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mazda,Beige,1999,1990-1999,Colisión,2023
11118,2023,5,18,18:00 a 23:59,Noche,Diciembre,Martes,Escuintla,San José,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11119,2023,5,21,18:00 a 23:59,Noche,Diciembre,Martes,Suchitepéquez,San Francisco Zapotitlán,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
11120,2023,5,21,18:00 a 23:59,Noche,Diciembre,Martes,Suchitepéquez,San Francisco Zapotitlán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
