num_correlativo,corre_base,dia_ocu,dia_sem_ocu,hora_ocu,g_hora,mes_ocu,depto_ocu,mupio_ocu,zona_ocu,area_geo_ocu,sexo_con,edad_con,g_edad,mayor_menor,estado_con,tipo_veh,modelo_veh,color_veh,marca_veh,tipo_eve,anio
490.0,490.0,9.0,7.0,1.0,1.0,2.0,4.0,403.0,99.0,2.0,1.0,34.0,5.0,1.0,1.0,4.0,9.0,5.0,31.0,1.0,2014
491.0,491.0,10.0,1.0,15.0,3.0,2.0,1.0,101.0,21.0,1.0,1.0,57.0,10.0,1.0,1.0,5.0,4.0,2.0,19.0,1.0,2014
492.0,492.0,10.0,1.0,13.0,3.0,2.0,20.0,2001.0,1.0,1.0,1.0,34.0,5.0,1.0,1.0,3.0,9.0,1.0,44.0,1.0,2014
493.0,493.0,10.0,1.0,23.0,4.0,2.0,9.0,901.0,2.0,1.0,1.0,26.0,4.0,1.0,1.0,6.0,9.0,2.0,15.0,1.0,2014
494.0,494.0,10.0,1.0,22.0,4.0,2.0,10.0,1001.0,99.0,2.0,1.0,28.0,4.0,1.0,1.0,4.0,9.0,5.0,42.0,1.0,2014
495.0,495.0,10.0,1.0,17.0,3.0,2.0,1.0,101.0,6.0,1.0,1.0,40.0,7.0,1.0,1.0,1.0,9.0,2.0,32.0,1.0,2014
496.0,496.0,10.0,1.0,2.0,1.0,2.0,17.0,1701.0,99.0,2.0,1.0,29.0,4.0,1.0,1.0,1.0,9.0,6.0,32.0,1.0,2014
497.0,497.0,11.0,2.0,19.0,4.0,2.0,1.0,108.0,4.0,1.0,1.0,21.0,3.0,1.0,1.0,5.0,2.0,2.0,33.0,1.0,2014
498.0,498.0,11.0,2.0,19.0,4.0,2.0,1.0,108.0,4.0,1.0,1.0,29.0,4.0,1.0,1.0,4.0,9.0,4.0,24.0,1.0,2014
499.0,499.0,11.0,2.0,19.0,4.0,2.0,6.0,602.0,99.0,2.0,1.0,44.0,7.0,1.0,1.0,4.0,9.0,99.0,21.0,1.0,2014
500.0,500.0,11.0,2.0,19.0,4.0,2.0,6.0,602.0,99.0,2.0,1.0,41.0,7.0,1.0,1.0,2.0,9.0,1.0,99.0,1.0,2014
501.0,501.0,11.0,2.0,11.0,2.0,2.0,2.0,208.0,99.0,2.0,1.0,66.0,11.0,1.0,1.0,7.0,9.0,1.0,99.0,1.0,2014
502.0,502.0,11.0,2.0,11.0,2.0,2.0,2.0,208.0,99.0,2.0,1.0,37.0,6.0,1.0,1.0,6.0,9.0,3.0,15.0,1.0,2014
503.0,503.0,11.0,2.0,10.0,2.0,2.0,4.0,401.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,3.0,9.0,99.0,99.0,1.0,2014
504.0,504.0,11.0,2.0,22.0,4.0,2.0,13.0,1301.0,99.0,2.0,1.0,25.0,4.0,1.0,1.0,4.0,9.0,5.0,2.0,2.0,2014
505.0,505.0,12.0,3.0,10.0,2.0,2.0,21.0,2102.0,99.0,2.0,1.0,38.0,6.0,1.0,1.0,3.0,3.0,4.0,44.0,1.0,2014
506.0,506.0,12.0,3.0,13.0,3.0,2.0,21.0,2101.0,99.0,2.0,1.0,19.0,2.0,1.0,1.0,3.0,2.0,4.0,23.0,1.0,2014
507.0,507.0,12.0,3.0,14.0,3.0,2.0,8.0,803.0,99.0,2.0,1.0,22.0,3.0,1.0,1.0,4.0,9.0,9.0,2.0,3.0,2014
508.0,508.0,12.0,3.0,2.0,1.0,2.0,10.0,1001.0,99.0,2.0,1.0,50.0,9.0,1.0,1.0,6.0,3.0,3.0,99.0,2.0,2014
509.0,509.0,13.0,4.0,16.0,3.0,2.0,1.0,108.0,5.0,1.0,1.0,31.0,5.0,1.0,1.0,11.0,9.0,2.0,32.0,1.0,2014
510.0,510.0,13.0,4.0,6.0,2.0,2.0,10.0,1015.0,99.0,2.0,1.0,32.0,5.0,1.0,1.0,12.0,9.0,99.0,99.0,1.0,2014
511.0,511.0,13.0,4.0,18.0,4.0,2.0,10.0,1001.0,99.0,2.0,1.0,30.0,5.0,1.0,1.0,4.0,9.0,5.0,42.0,1.0,2014
512.0,512.0,13.0,4.0,16.0,3.0,2.0,10.0,1014.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,12.0,3.0,6.0,99.0,1.0,2014
513.0,513.0,13.0,4.0,0.0,4.0,2.0,3.0,301.0,99.0,2.0,1.0,22.0,3.0,1.0,1.0,4.0,4.0,1.0,40.0,1.0,2014
514.0,514.0,13.0,4.0,20.0,4.0,2.0,1.0,101.0,6.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,9.0,2.0,34.0,1.0,2014
515.0,515.0,13.0,4.0,0.0,4.0,2.0,1.0,108.0,8.0,1.0,1.0,76.0,11.0,1.0,1.0,2.0,4.0,4.0,30.0,1.0,2014
516.0,516.0,13.0,4.0,16.0,3.0,2.0,10.0,1014.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,12.0,3.0,6.0,99.0,1.0,2014
517.0,517.0,14.0,5.0,17.0,3.0,2.0,9.0,901.0,1.0,1.0,1.0,27.0,4.0,1.0,1.0,5.0,9.0,2.0,23.0,1.0,2014
518.0,518.0,14.0,5.0,17.0,3.0,2.0,9.0,901.0,1.0,1.0,1.0,17.0,2.0,2.0,1.0,4.0,5.0,2.0,99.0,1.0,2014
519.0,519.0,14.0,5.0,18.0,4.0,2.0,9.0,919.0,6.0,1.0,2.0,36.0,6.0,1.0,1.0,4.0,9.0,5.0,21.0,1.0,2014
520.0,520.0,14.0,5.0,15.0,3.0,2.0,18.0,1801.0,6.0,1.0,1.0,29.0,4.0,1.0,1.0,9.0,4.0,99.0,44.0,1.0,2014
521.0,521.0,14.0,5.0,15.0,3.0,2.0,1.0,101.0,7.0,1.0,1.0,37.0,6.0,1.0,1.0,1.0,9.0,4.0,32.0,1.0,2014
522.0,522.0,14.0,5.0,15.0,3.0,2.0,1.0,101.0,7.0,1.0,1.0,999.0,12.0,1.0,1.0,4.0,9.0,4.0,99.0,1.0,2014
523.0,523.0,14.0,5.0,17.0,3.0,2.0,1.0,101.0,9.0,1.0,1.0,24.0,3.0,1.0,1.0,1.0,4.0,5.0,20.0,1.0,2014
524.0,524.0,14.0,5.0,17.0,3.0,2.0,1.0,101.0,9.0,1.0,1.0,64.0,11.0,1.0,1.0,4.0,9.0,5.0,28.0,1.0,2014
525.0,525.0,14.0,5.0,17.0,3.0,2.0,3.0,301.0,9.0,1.0,1.0,39.0,6.0,1.0,1.0,6.0,9.0,6.0,15.0,1.0,2014
526.0,526.0,14.0,5.0,17.0,3.0,2.0,3.0,301.0,9.0,1.0,1.0,39.0,6.0,1.0,1.0,9.0,9.0,4.0,20.0,1.0,2014
527.0,527.0,14.0,5.0,17.0,3.0,2.0,17.0,1703.0,9.0,1.0,1.0,999.0,12.0,1.0,1.0,18.0,9.0,99.0,99.0,1.0,2014
528.0,528.0,14.0,5.0,17.0,3.0,2.0,17.0,1703.0,9.0,1.0,1.0,57.0,10.0,1.0,1.0,18.0,9.0,99.0,99.0,1.0,2014
529.0,529.0,14.0,5.0,8.0,2.0,2.0,7.0,701.0,9.0,1.0,1.0,49.0,8.0,1.0,1.0,12.0,9.0,7.0,99.0,1.0,2014
530.0,530.0,14.0,5.0,8.0,2.0,2.0,7.0,701.0,9.0,1.0,1.0,999.0,12.0,1.0,1.0,9.0,9.0,2.0,44.0,1.0,2014
531.0,531.0,14.0,5.0,0.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,1.0,9.0,99.0,44.0,1.0,2014
532.0,532.0,14.0,5.0,0.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,24.0,3.0,1.0,1.0,4.0,9.0,5.0,40.0,1.0,2014
533.0,533.0,14.0,5.0,0.0,4.0,2.0,5.0,505.0,99.0,2.0,1.0,44.0,7.0,1.0,1.0,3.0,4.0,4.0,32.0,1.0,2014
534.0,534.0,14.0,5.0,0.0,4.0,2.0,5.0,505.0,99.0,2.0,1.0,32.0,5.0,1.0,1.0,4.0,9.0,6.0,99.0,1.0,2014
535.0,535.0,14.0,5.0,0.0,4.0,2.0,1.0,116.0,99.0,2.0,1.0,48.0,8.0,1.0,1.0,4.0,9.0,1.0,42.0,1.0,2014
536.0,536.0,14.0,5.0,0.0,4.0,2.0,1.0,116.0,99.0,2.0,1.0,18.0,2.0,1.0,1.0,4.0,9.0,99.0,99.0,1.0,2014
537.0,537.0,14.0,5.0,19.0,4.0,2.0,21.0,2101.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,1.0,9.0,99.0,99.0,1.0,2014
538.0,538.0,14.0,5.0,19.0,4.0,2.0,21.0,2101.0,99.0,2.0,1.0,21.0,3.0,1.0,1.0,4.0,9.0,99.0,99.0,1.0,2014
539.0,539.0,14.0,5.0,2.0,1.0,2.0,5.0,510.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,3.0,9.0,99.0,99.0,1.0,2014
540.0,540.0,14.0,5.0,2.0,1.0,2.0,5.0,510.0,99.0,2.0,1.0,22.0,3.0,1.0,1.0,4.0,9.0,5.0,2.0,1.0,2014
541.0,541.0,14.0,5.0,2.0,1.0,2.0,4.0,403.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,9.0,9.0,99.0,99.0,1.0,2014
542.0,542.0,14.0,5.0,17.0,3.0,2.0,1.0,115.0,99.0,1.0,1.0,26.0,4.0,1.0,1.0,4.0,9.0,5.0,21.0,1.0,2014
543.0,543.0,14.0,5.0,17.0,3.0,2.0,1.0,115.0,99.0,1.0,1.0,39.0,6.0,1.0,1.0,4.0,9.0,5.0,2.0,1.0,2014
544.0,544.0,14.0,5.0,14.0,3.0,2.0,5.0,511.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,4.0,9.0,5.0,99.0,1.0,2014
545.0,545.0,15.0,6.0,17.0,3.0,2.0,1.0,101.0,9.0,1.0,1.0,999.0,12.0,1.0,1.0,3.0,9.0,2.0,44.0,1.0,2014
546.0,546.0,15.0,6.0,17.0,3.0,2.0,1.0,101.0,9.0,1.0,1.0,999.0,12.0,1.0,1.0,4.0,9.0,5.0,24.0,1.0,2014
547.0,547.0,15.0,6.0,1.0,1.0,2.0,1.0,101.0,6.0,1.0,1.0,30.0,5.0,1.0,1.0,3.0,3.0,9.0,44.0,1.0,2014
548.0,548.0,15.0,6.0,1.0,1.0,2.0,1.0,101.0,6.0,1.0,1.0,40.0,7.0,1.0,1.0,3.0,4.0,4.0,46.0,1.0,2014
549.0,549.0,15.0,6.0,2.0,1.0,2.0,1.0,101.0,12.0,1.0,1.0,22.0,3.0,1.0,1.0,2.0,9.0,9.0,99.0,1.0,2014
550.0,550.0,15.0,6.0,2.0,1.0,2.0,1.0,101.0,12.0,1.0,1.0,22.0,3.0,1.0,2.0,2.0,9.0,2.0,99.0,1.0,2014
551.0,551.0,15.0,6.0,18.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,40.0,7.0,1.0,2.0,1.0,3.0,3.0,44.0,1.0,2014
552.0,552.0,15.0,6.0,18.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,5.0,9.0,2.0,34.0,1.0,2014
553.0,553.0,15.0,6.0,18.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,14.0,9.0,1.0,99.0,1.0,2014
554.0,554.0,15.0,6.0,18.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,3.0,9.0,2.0,44.0,1.0,2014
555.0,555.0,15.0,6.0,18.0,4.0,2.0,1.0,110.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,1.0,9.0,2.0,44.0,1.0,2014
556.0,556.0,15.0,6.0,14.0,3.0,2.0,3.0,301.0,99.0,1.0,1.0,999.0,12.0,1.0,1.0,4.0,9.0,99.0,99.0,1.0,2014
557.0,557.0,15.0,6.0,14.0,3.0,2.0,3.0,301.0,99.0,1.0,1.0,25.0,4.0,1.0,1.0,14.0,4.0,1.0,99.0,1.0,2014
558.0,558.0,15.0,6.0,22.0,4.0,2.0,6.0,601.0,99.0,1.0,1.0,21.0,3.0,1.0,1.0,4.0,9.0,1.0,2.0,3.0,2014
559.0,559.0,15.0,6.0,20.0,4.0,2.0,1.0,101.0,9.0,1.0,1.0,999.0,12.0,1.0,1.0,1.0,9.0,99.0,99.0,1.0,2014
560.0,560.0,15.0,6.0,20.0,4.0,2.0,1.0,101.0,9.0,1.0,1.0,25.0,4.0,1.0,1.0,4.0,9.0,1.0,28.0,1.0,2014
561.0,561.0,15.0,6.0,21.0,4.0,2.0,22.0,2215.0,99.0,2.0,1.0,20.0,3.0,1.0,2.0,3.0,9.0,2.0,44.0,3.0,2014
562.0,562.0,15.0,6.0,23.0,4.0,2.0,5.0,501.0,11.0,1.0,1.0,20.0,3.0,1.0,1.0,4.0,9.0,3.0,2.0,2.0,2014
563.0,563.0,15.0,6.0,11.0,2.0,2.0,16.0,1601.0,99.0,1.0,1.0,999.0,12.0,1.0,1.0,5.0,9.0,99.0,99.0,2.0,2014
564.0,564.0,15.0,6.0,17.0,3.0,2.0,14.0,1419.0,99.0,2.0,1.0,18.0,2.0,1.0,1.0,3.0,2.0,2.0,44.0,3.0,2014
565.0,565.0,15.0,6.0,13.0,3.0,2.0,2.0,207.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,6.0,9.0,99.0,99.0,1.0,2014
566.0,566.0,15.0,6.0,17.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,999.0,12.0,1.0,1.0,1.0,9.0,99.0,99.0,2.0,2014
567.0,567.0,15.0,6.0,16.0,3.0,2.0,14.0,1401.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,5.0,3.0,2.0,99.0,1.0,2014
568.0,568.0,15.0,6.0,16.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,23.0,3.0,1.0,1.0,1.0,4.0,5.0,42.0,1.0,2014
569.0,569.0,15.0,6.0,16.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,19.0,2.0,1.0,2.0,1.0,3.0,11.0,32.0,1.0,2014
570.0,570.0,15.0,6.0,16.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,42.0,7.0,1.0,2.0,11.0,4.0,2.0,99.0,1.0,2014
571.0,571.0,15.0,6.0,0.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,28.0,4.0,1.0,2.0,1.0,9.0,4.0,44.0,1.0,2014
572.0,572.0,15.0,6.0,0.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,999.0,12.0,1.0,2.0,1.0,9.0,3.0,21.0,1.0,2014
573.0,573.0,15.0,6.0,0.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,48.0,8.0,1.0,1.0,1.0,3.0,6.0,17.0,1.0,2014
574.0,574.0,15.0,6.0,0.0,4.0,2.0,1.0,101.0,12.0,1.0,2.0,38.0,6.0,1.0,1.0,1.0,4.0,6.0,44.0,1.0,2014
575.0,575.0,15.0,6.0,13.0,3.0,2.0,22.0,2216.0,99.0,2.0,1.0,32.0,5.0,1.0,1.0,5.0,5.0,2.0,19.0,1.0,2014
576.0,576.0,15.0,6.0,13.0,3.0,2.0,22.0,2216.0,99.0,2.0,1.0,39.0,6.0,1.0,1.0,1.0,4.0,10.0,32.0,1.0,2014
577.0,577.0,15.0,6.0,20.0,4.0,2.0,5.0,505.0,99.0,2.0,1.0,44.0,7.0,1.0,1.0,3.0,9.0,4.0,32.0,1.0,2014
578.0,578.0,15.0,6.0,20.0,4.0,2.0,5.0,505.0,99.0,2.0,1.0,36.0,6.0,1.0,1.0,4.0,9.0,99.0,99.0,1.0,2014
579.0,579.0,15.0,6.0,19.0,4.0,2.0,6.0,604.0,99.0,2.0,1.0,44.0,7.0,1.0,1.0,3.0,2.0,4.0,37.0,1.0,2014
580.0,580.0,15.0,6.0,19.0,4.0,2.0,6.0,604.0,99.0,2.0,1.0,22.0,3.0,1.0,1.0,4.0,9.0,5.0,21.0,1.0,2014
581.0,581.0,15.0,6.0,8.0,2.0,2.0,8.0,801.0,99.0,2.0,1.0,26.0,4.0,1.0,1.0,7.0,3.0,7.0,99.0,1.0,2014
582.0,582.0,15.0,6.0,8.0,2.0,2.0,8.0,801.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,99.0,9.0,99.0,99.0,1.0,2014
583.0,583.0,16.0,7.0,11.0,2.0,2.0,4.0,401.0,99.0,1.0,1.0,32.0,5.0,1.0,1.0,4.0,9.0,4.0,4.0,1.0,2014
584.0,584.0,16.0,7.0,11.0,2.0,2.0,18.0,1805.0,99.0,2.0,1.0,26.0,4.0,1.0,1.0,6.0,3.0,2.0,15.0,2.0,2014
585.0,585.0,16.0,7.0,17.0,3.0,2.0,18.0,1801.0,99.0,2.0,1.0,37.0,6.0,1.0,1.0,5.0,3.0,2.0,44.0,1.0,2014
586.0,586.0,16.0,7.0,17.0,3.0,2.0,18.0,1801.0,99.0,2.0,1.0,29.0,4.0,1.0,1.0,2.0,4.0,3.0,30.0,1.0,2014
587.0,587.0,16.0,7.0,23.0,4.0,2.0,9.0,901.0,1.0,1.0,1.0,999.0,12.0,1.0,1.0,2.0,9.0,4.0,99.0,1.0,2014
588.0,588.0,16.0,7.0,23.0,4.0,2.0,9.0,901.0,1.0,1.0,1.0,23.0,3.0,1.0,1.0,1.0,9.0,99.0,44.0,1.0,2014
589.0,589.0,16.0,7.0,4.0,1.0,2.0,16.0,1614.0,99.0,1.0,1.0,999.0,12.0,1.0,1.0,4.0,9.0,99.0,99.0,1.0,2014
590.0,590.0,16.0,7.0,17.0,3.0,2.0,1.0,117.0,99.0,2.0,1.0,41.0,7.0,1.0,2.0,3.0,9.0,2.0,34.0,1.0,2014
591.0,591.0,16.0,7.0,17.0,3.0,2.0,1.0,117.0,99.0,2.0,1.0,38.0,6.0,1.0,1.0,3.0,3.0,2.0,37.0,1.0,2014
592.0,592.0,16.0,7.0,21.0,4.0,2.0,22.0,2215.0,99.0,2.0,1.0,20.0,3.0,1.0,1.0,3.0,2.0,2.0,44.0,4.0,2014
593.0,593.0,16.0,7.0,14.0,3.0,2.0,1.0,101.0,3.0,1.0,1.0,32.0,5.0,1.0,1.0,1.0,4.0,2.0,30.0,1.0,2014
594.0,594.0,16.0,7.0,14.0,3.0,2.0,1.0,101.0,3.0,1.0,1.0,18.0,2.0,1.0,1.0,4.0,5.0,5.0,21.0,1.0,2014
595.0,595.0,16.0,7.0,6.0,2.0,2.0,1.0,108.0,6.0,1.0,1.0,27.0,4.0,1.0,1.0,1.0,3.0,1.0,44.0,1.0,2014
596.0,596.0,16.0,7.0,6.0,2.0,2.0,1.0,108.0,6.0,1.0,2.0,29.0,4.0,1.0,1.0,1.0,3.0,4.0,44.0,1.0,2014
597.0,597.0,16.0,7.0,23.0,4.0,2.0,3.0,301.0,6.0,1.0,1.0,30.0,5.0,1.0,1.0,18.0,9.0,99.0,99.0,1.0,2014
598.0,598.0,16.0,7.0,23.0,4.0,2.0,3.0,301.0,6.0,1.0,1.0,19.0,2.0,1.0,1.0,4.0,9.0,5.0,21.0,1.0,2014
599.0,599.0,16.0,7.0,23.0,4.0,2.0,5.0,501.0,1.0,1.0,1.0,40.0,7.0,1.0,1.0,1.0,3.0,5.0,32.0,1.0,2014
600.0,600.0,16.0,7.0,23.0,4.0,2.0,5.0,501.0,1.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,3.0,5.0,32.0,1.0,2014
601.0,601.0,16.0,7.0,4.0,1.0,2.0,5.0,501.0,1.0,1.0,1.0,30.0,5.0,1.0,1.0,3.0,4.0,1.0,13.0,2.0,2014
602.0,602.0,16.0,7.0,8.0,2.0,2.0,5.0,512.0,99.0,2.0,1.0,28.0,4.0,1.0,1.0,1.0,4.0,99.0,34.0,2.0,2014
603.0,603.0,16.0,7.0,8.0,2.0,2.0,5.0,512.0,99.0,2.0,1.0,51.0,9.0,1.0,1.0,3.0,2.0,9.0,34.0,2.0,2014
604.0,604.0,16.0,7.0,23.0,4.0,2.0,5.0,510.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,99.0,9.0,99.0,99.0,1.0,2014
605.0,605.0,16.0,7.0,23.0,4.0,2.0,5.0,510.0,99.0,2.0,1.0,999.0,12.0,1.0,1.0,3.0,9.0,10.0,44.0,1.0,2014
606.0,606.0,16.0,7.0,23.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,45.0,8.0,1.0,1.0,12.0,9.0,1.0,33.0,1.0,2014
607.0,607.0,16.0,7.0,23.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,30.0,5.0,1.0,1.0,4.0,9.0,3.0,20.0,1.0,2014
608.0,608.0,16.0,7.0,23.0,4.0,2.0,4.0,415.0,99.0,2.0,1.0,25.0,4.0,1.0,1.0,1.0,9.0,11.0,44.0,1.0,2014
609.0,609.0,16.0,7.0,23.0,4.0,2.0,4.0,415.0,99.0,2.0,1.0,24.0,3.0,1.0,2.0,1.0,9.0,9.0,34.0,1.0,2014
610.0,610.0,16.0,7.0,23.0,4.0,2.0,15.0,1501.0,99.0,1.0,1.0,40.0,7.0,1.0,2.0,4.0,9.0,5.0,42.0,1.0,2014
611.0,611.0,17.0,1.0,12.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,30.0,5.0,1.0,1.0,4.0,9.0,2.0,31.0,1.0,2014
612.0,612.0,17.0,1.0,12.0,3.0,2.0,1.0,101.0,1.0,1.0,1.0,23.0,3.0,1.0,1.0,11.0,5.0,2.0,34.0,1.0,2014
613.0,613.0,17.0,1.0,0.0,4.0,2.0,1.0,117.0,99.0,2.0,1.0,41.0,7.0,1.0,1.0,1.0,9.0,99.0,99.0,3.0,2014
614.0,614.0,17.0,1.0,3.0,1.0,2.0,22.0,2204.0,99.0,2.0,1.0,25.0,4.0,1.0,1.0,3.0,9.0,99.0,99.0,2.0,2014
615.0,615.0,17.0,1.0,19.0,4.0,2.0,21.0,2101.0,99.0,2.0,1.0,28.0,4.0,1.0,2.0,4.0,2.0,5.0,42.0,1.0,2014
616.0,616.0,17.0,1.0,19.0,4.0,2.0,21.0,2101.0,99.0,2.0,1.0,30.0,5.0,1.0,1.0,3.0,4.0,6.0,23.0,1.0,2014
617.0,617.0,17.0,1.0,11.0,2.0,2.0,7.0,705.0,99.0,1.0,1.0,22.0,3.0,1.0,1.0,1.0,9.0,3.0,44.0,2.0,2014
618.0,618.0,17.0,1.0,3.0,1.0,2.0,4.0,401.0,99.0,2.0,1.0,28.0,4.0,1.0,9.0,4.0,9.0,99.0,99.0,2.0,2014
619.0,619.0,18.0,2.0,5.0,1.0,2.0,1.0,101.0,8.0,1.0,1.0,999.0,12.0,1.0,9.0,1.0,4.0,2.0,20.0,2.0,2014
620.0,620.0,18.0,2.0,10.0,2.0,2.0,1.0,114.0,8.0,1.0,1.0,56.0,10.0,1.0,9.0,3.0,9.0,99.0,99.0,1.0,2014
621.0,621.0,18.0,2.0,10.0,2.0,2.0,1.0,114.0,8.0,1.0,1.0,999.0,12.0,1.0,9.0,4.0,9.0,99.0,99.0,1.0,2014
622.0,622.0,18.0,2.0,19.0,4.0,2.0,22.0,2214.0,99.0,2.0,1.0,35.0,6.0,1.0,9.0,4.0,5.0,5.0,14.0,1.0,2014
623.0,623.0,18.0,2.0,19.0,4.0,2.0,22.0,2214.0,99.0,2.0,1.0,15.0,2.0,2.0,9.0,4.0,5.0,99.0,2.0,1.0,2014
624.0,624.0,18.0,2.0,15.0,3.0,2.0,20.0,2010.0,99.0,2.0,1.0,38.0,6.0,1.0,9.0,1.0,9.0,6.0,21.0,1.0,2014
625.0,625.0,18.0,2.0,15.0,3.0,2.0,20.0,2010.0,99.0,2.0,1.0,58.0,10.0,1.0,9.0,3.0,9.0,9.0,44.0,1.0,2014
626.0,626.0,18.0,2.0,17.0,3.0,2.0,5.0,501.0,99.0,1.0,1.0,42.0,7.0,1.0,9.0,1.0,9.0,99.0,32.0,1.0,2014
627.0,627.0,18.0,2.0,17.0,3.0,2.0,5.0,501.0,99.0,1.0,1.0,30.0,5.0,1.0,9.0,4.0,5.0,4.0,21.0,1.0,2014
628.0,628.0,18.0,2.0,17.0,3.0,2.0,17.0,1703.0,99.0,1.0,1.0,22.0,3.0,1.0,9.0,11.0,4.0,2.0,44.0,1.0,2014
629.0,629.0,18.0,2.0,17.0,3.0,2.0,17.0,1703.0,99.0,1.0,1.0,50.0,9.0,1.0,9.0,4.0,4.0,1.0,2.0,1.0,2014
630.0,630.0,18.0,2.0,19.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,33.0,5.0,1.0,9.0,9.0,9.0,6.0,44.0,1.0,2014
631.0,631.0,18.0,2.0,19.0,4.0,2.0,1.0,101.0,12.0,1.0,1.0,19.0,2.0,1.0,9.0,4.0,9.0,5.0,42.0,1.0,2014
632.0,632.0,18.0,2.0,2.0,1.0,2.0,7.0,705.0,99.0,2.0,1.0,38.0,6.0,1.0,9.0,5.0,3.0,2.0,23.0,1.0,2014
633.0,633.0,19.0,3.0,17.0,3.0,2.0,1.0,115.0,99.0,2.0,1.0,43.0,7.0,1.0,9.0,5.0,9.0,2.0,15.0,1.0,2014
634.0,634.0,19.0,3.0,11.0,2.0,2.0,22.0,2201.0,99.0,2.0,1.0,45.0,8.0,1.0,9.0,3.0,1.0,3.0,37.0,1.0,2014
635.0,635.0,19.0,3.0,17.0,3.0,2.0,2.0,207.0,99.0,2.0,1.0,36.0,6.0,1.0,9.0,3.0,2.0,1.0,44.0,1.0,2014
636.0,636.0,20.0,4.0,18.0,4.0,2.0,22.0,2201.0,99.0,2.0,1.0,19.0,2.0,1.0,9.0,4.0,5.0,3.0,99.0,1.0,2014
637.0,637.0,20.0,4.0,18.0,4.0,2.0,22.0,2201.0,99.0,2.0,1.0,23.0,3.0,1.0,9.0,5.0,4.0,2.0,30.0,1.0,2014
638.0,638.0,20.0,4.0,15.0,3.0,2.0,5.0,501.0,99.0,2.0,1.0,26.0,4.0,1.0,9.0,6.0,4.0,3.0,15.0,1.0,2014
639.0,639.0,20.0,4.0,11.0,2.0,2.0,6.0,601.0,99.0,2.0,1.0,58.0,10.0,1.0,9.0,1.0,4.0,3.0,44.0,1.0,2014
640.0,640.0,20.0,4.0,21.0,4.0,2.0,18.0,1801.0,99.0,2.0,1.0,35.0,6.0,1.0,9.0,6.0,3.0,6.0,15.0,1.0,2014
641.0,641.0,20.0,4.0,15.0,3.0,2.0,1.0,102.0,2.0,1.0,1.0,999.0,12.0,1.0,9.0,12.0,9.0,1.0,99.0,1.0,2014
642.0,642.0,21.0,5.0,8.0,2.0,2.0,1.0,115.0,99.0,2.0,2.0,55.0,10.0,1.0,9.0,3.0,9.0,2.0,37.0,1.0,2014
643.0,643.0,21.0,5.0,21.0,4.0,2.0,5.0,511.0,99.0,2.0,1.0,20.0,3.0,1.0,9.0,1.0,9.0,3.0,37.0,2.0,2014
644.0,644.0,21.0,5.0,12.0,3.0,2.0,1.0,115.0,3.0,1.0,1.0,33.0,5.0,1.0,9.0,99.0,9.0,99.0,99.0,2.0,2014
645.0,645.0,22.0,6.0,13.0,3.0,2.0,1.0,101.0,18.0,1.0,1.0,32.0,5.0,1.0,9.0,1.0,9.0,1.0,20.0,1.0,2014
646.0,646.0,22.0,6.0,4.0,1.0,2.0,1.0,101.0,7.0,1.0,1.0,36.0,6.0,1.0,9.0,1.0,9.0,4.0,20.0,1.0,2014
647.0,647.0,22.0,6.0,4.0,1.0,2.0,1.0,101.0,7.0,1.0,1.0,19.0,2.0,1.0,9.0,1.0,9.0,4.0,20.0,1.0,2014
