num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,color_vehi,causa_acc,año_ocu
2554.0,25.0,10.0,4.0,15.0,21.0,2101.0,2.0,99.0,1.0,19.0,2.0,1.0,9.0,4.0,99.0,1.0,2012
2555.0,25.0,10.0,4.0,12.0,5.0,501.0,1.0,1.0,1.0,22.0,3.0,1.0,1.0,1.0,99.0,1.0,2012
2556.0,25.0,10.0,4.0,22.0,10.0,1010.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,5.0,4.0,2012
2557.0,25.0,10.0,4.0,13.0,9.0,921.0,2.0,99.0,1.0,48.0,8.0,1.0,9.0,11.0,2.0,1.0,2012
2558.0,25.0,10.0,4.0,7.0,18.0,1801.0,2.0,99.0,1.0,45.0,8.0,1.0,1.0,1.0,1.0,1.0,2012
2559.0,25.0,10.0,4.0,6.0,17.0,1712.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,99.0,1.0,2012
2560.0,26.0,10.0,5.0,20.0,1.0,101.0,1.0,10.0,2.0,33.0,5.0,1.0,1.0,2.0,4.0,1.0,2012
2561.0,26.0,10.0,5.0,11.0,1.0,101.0,1.0,11.0,2.0,47.0,8.0,1.0,1.0,1.0,11.0,1.0,2012
2562.0,26.0,10.0,5.0,11.0,1.0,101.0,1.0,7.0,9.0,999.0,11.0,9.0,9.0,6.0,99.0,1.0,2012
2563.0,26.0,10.0,5.0,23.0,1.0,101.0,1.0,7.0,1.0,25.0,4.0,1.0,2.0,2.0,9.0,1.0,2012
2564.0,26.0,10.0,5.0,17.0,6.0,603.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,9.0,1.0,2012
2565.0,26.0,10.0,5.0,13.0,10.0,1010.0,1.0,99.0,1.0,23.0,3.0,1.0,1.0,14.0,5.0,1.0,2012
2566.0,26.0,10.0,5.0,15.0,12.0,1226.0,2.0,99.0,1.0,34.0,5.0,1.0,9.0,4.0,1.0,2.0,2012
2567.0,26.0,10.0,5.0,15.0,13.0,1319.0,2.0,99.0,1.0,27.0,4.0,1.0,9.0,3.0,3.0,4.0,2012
2568.0,26.0,10.0,5.0,10.0,8.0,801.0,1.0,4.0,2.0,21.0,3.0,1.0,9.0,3.0,3.0,3.0,2012
2569.0,26.0,10.0,5.0,16.0,18.0,1801.0,1.0,1.0,2.0,36.0,6.0,1.0,1.0,1.0,5.0,1.0,2012
2570.0,26.0,10.0,5.0,1.0,18.0,1801.0,1.0,1.0,1.0,62.0,10.0,1.0,1.0,1.0,5.0,1.0,2012
2571.0,26.0,10.0,5.0,23.0,17.0,1712.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,2.0,1.0,2012
2572.0,26.0,10.0,5.0,2.0,7.0,710.0,1.0,99.0,1.0,32.0,5.0,1.0,2.0,1.0,1.0,1.0,2012
2573.0,26.0,10.0,5.0,18.0,4.0,401.0,2.0,99.0,1.0,56.0,10.0,1.0,9.0,1.0,5.0,1.0,2012
2574.0,27.0,10.0,6.0,22.0,1.0,101.0,1.0,4.0,1.0,58.0,10.0,1.0,2.0,3.0,9.0,2.0,2012
2575.0,27.0,10.0,6.0,23.0,1.0,101.0,2.0,99.0,2.0,50.0,9.0,1.0,1.0,1.0,2.0,1.0,2012
2576.0,27.0,10.0,6.0,21.0,1.0,115.0,1.0,5.0,1.0,38.0,6.0,1.0,2.0,3.0,3.0,1.0,2012
2577.0,27.0,10.0,6.0,7.0,1.0,115.0,1.0,4.0,9.0,999.0,11.0,9.0,9.0,99.0,99.0,1.0,2012
2578.0,27.0,10.0,6.0,19.0,1.0,108.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,1.0,6.0,2.0,2012
2579.0,27.0,10.0,6.0,22.0,22.0,2205.0,2.0,99.0,1.0,52.0,9.0,1.0,1.0,7.0,2.0,1.0,2012
2580.0,27.0,10.0,6.0,21.0,21.0,2101.0,2.0,99.0,1.0,27.0,4.0,1.0,1.0,4.0,99.0,2.0,2012
2581.0,27.0,10.0,6.0,22.0,5.0,501.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,3.0,10.0,1.0,2012
2582.0,27.0,10.0,6.0,7.0,5.0,504.0,2.0,99.0,1.0,34.0,5.0,1.0,1.0,3.0,5.0,3.0,2012
2583.0,27.0,10.0,6.0,9.0,9.0,901.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,12.0,3.0,1.0,2012
2584.0,27.0,10.0,6.0,7.0,16.0,1601.0,1.0,5.0,1.0,34.0,5.0,1.0,1.0,5.0,2.0,1.0,2012
2585.0,27.0,10.0,6.0,13.0,16.0,1601.0,2.0,99.0,1.0,35.0,6.0,1.0,1.0,1.0,9.0,4.0,2012
2586.0,27.0,10.0,6.0,19.0,15.0,1504.0,2.0,99.0,1.0,52.0,9.0,1.0,9.0,3.0,3.0,1.0,2012
2587.0,27.0,10.0,6.0,10.0,7.0,710.0,1.0,99.0,1.0,53.0,9.0,1.0,9.0,9.0,4.0,4.0,2012
2588.0,27.0,10.0,6.0,23.0,4.0,401.0,1.0,99.0,1.0,18.0,2.0,1.0,1.0,1.0,3.0,3.0,2012
2589.0,28.0,10.0,7.0,5.0,1.0,101.0,1.0,9.0,2.0,32.0,5.0,1.0,1.0,1.0,4.0,1.0,2012
2590.0,28.0,10.0,7.0,2.0,1.0,101.0,1.0,9.0,1.0,25.0,4.0,1.0,1.0,4.0,1.0,2.0,2012
2591.0,28.0,10.0,7.0,1.0,1.0,101.0,1.0,7.0,1.0,26.0,4.0,1.0,1.0,1.0,5.0,2.0,2012
2592.0,28.0,10.0,7.0,23.0,1.0,115.0,1.0,5.0,1.0,55.0,10.0,1.0,1.0,3.0,1.0,4.0,2012
2593.0,28.0,10.0,7.0,10.0,2.0,201.0,2.0,99.0,1.0,17.0,2.0,2.0,1.0,14.0,1.0,1.0,2012
2594.0,28.0,10.0,7.0,21.0,17.0,1701.0,1.0,99.0,1.0,26.0,4.0,1.0,1.0,1.0,4.0,1.0,2012
2595.0,28.0,10.0,7.0,19.0,4.0,414.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,4.0,99.0,2.0,2012
2596.0,29.0,10.0,1.0,4.0,1.0,101.0,1.0,1.0,1.0,33.0,5.0,1.0,1.0,3.0,6.0,1.0,2012
2597.0,29.0,10.0,1.0,12.0,22.0,2201.0,2.0,99.0,1.0,35.0,6.0,1.0,1.0,3.0,3.0,4.0,2012
2598.0,29.0,10.0,1.0,5.0,20.0,2001.0,2.0,99.0,1.0,25.0,4.0,1.0,1.0,1.0,3.0,3.0,2012
2599.0,29.0,10.0,1.0,3.0,5.0,501.0,1.0,1.0,1.0,20.0,3.0,1.0,2.0,4.0,5.0,1.0,2012
2600.0,29.0,10.0,1.0,19.0,11.0,1101.0,2.0,99.0,1.0,22.0,3.0,1.0,2.0,4.0,1.0,1.0,2012
2601.0,30.0,10.0,2.0,21.0,1.0,101.0,1.0,12.0,1.0,24.0,3.0,1.0,1.0,4.0,1.0,1.0,2012
2602.0,30.0,10.0,2.0,7.0,1.0,114.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,7.0,1.0,3.0,2012
2603.0,30.0,10.0,2.0,13.0,9.0,901.0,2.0,99.0,1.0,33.0,5.0,1.0,2.0,1.0,3.0,1.0,2012
2604.0,31.0,10.0,3.0,0.0,1.0,101.0,1.0,3.0,1.0,27.0,4.0,1.0,1.0,1.0,11.0,1.0,2012
2605.0,31.0,10.0,3.0,3.0,1.0,101.0,1.0,1.0,1.0,39.0,6.0,1.0,1.0,3.0,3.0,1.0,2012
2606.0,31.0,10.0,3.0,8.0,1.0,107.0,2.0,99.0,1.0,24.0,3.0,1.0,1.0,7.0,3.0,3.0,2012
2607.0,31.0,10.0,3.0,12.0,19.0,1904.0,2.0,99.0,1.0,37.0,6.0,1.0,1.0,5.0,1.0,1.0,2012
2608.0,31.0,10.0,3.0,12.0,10.0,1001.0,2.0,99.0,1.0,44.0,7.0,1.0,1.0,5.0,7.0,3.0,2012
2609.0,31.0,10.0,3.0,12.0,11.0,1101.0,2.0,99.0,1.0,54.0,9.0,1.0,9.0,3.0,11.0,1.0,2012
2610.0,31.0,10.0,3.0,16.0,13.0,1301.0,1.0,6.0,1.0,20.0,3.0,1.0,9.0,4.0,99.0,1.0,2012
2611.0,31.0,10.0,3.0,23.0,4.0,401.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,9.0,1.0,2012
2612.0,1.0,11.0,4.0,20.0,1.0,101.0,1.0,6.0,1.0,29.0,4.0,1.0,2.0,12.0,1.0,1.0,2012
2613.0,1.0,11.0,4.0,19.0,1.0,101.0,1.0,7.0,1.0,58.0,10.0,1.0,9.0,5.0,2.0,1.0,2012
2614.0,1.0,11.0,4.0,3.0,1.0,101.0,1.0,11.0,1.0,48.0,8.0,1.0,9.0,5.0,2.0,1.0,2012
2615.0,1.0,11.0,4.0,13.0,1.0,110.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,11.0,3.0,2012
2616.0,1.0,11.0,4.0,19.0,12.0,1201.0,2.0,99.0,1.0,18.0,2.0,1.0,1.0,14.0,1.0,3.0,2012
2617.0,1.0,11.0,4.0,5.0,15.0,1501.0,2.0,99.0,1.0,36.0,6.0,1.0,1.0,5.0,2.0,2.0,2012
2618.0,1.0,11.0,4.0,18.0,2.0,201.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,1.0,2.0,1.0,2012
2619.0,1.0,11.0,4.0,22.0,1.0,117.0,2.0,99.0,1.0,28.0,4.0,1.0,1.0,5.0,2.0,2.0,2012
2620.0,2.0,11.0,5.0,18.0,1.0,101.0,1.0,12.0,1.0,50.0,9.0,1.0,1.0,1.0,10.0,1.0,2012
2621.0,2.0,11.0,5.0,20.0,1.0,101.0,1.0,7.0,1.0,23.0,3.0,1.0,1.0,4.0,5.0,1.0,2012
2622.0,2.0,11.0,5.0,11.0,1.0,101.0,1.0,7.0,1.0,53.0,9.0,1.0,1.0,1.0,6.0,1.0,2012
2623.0,2.0,11.0,5.0,22.0,1.0,115.0,1.0,1.0,1.0,44.0,7.0,1.0,2.0,2.0,3.0,1.0,2012
2624.0,2.0,11.0,5.0,14.0,21.0,2101.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,3.0,9.0,1.0,2012
2625.0,2.0,11.0,5.0,10.0,6.0,601.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,3.0,11.0,1.0,2012
2626.0,2.0,11.0,5.0,22.0,18.0,1801.0,2.0,99.0,1.0,36.0,6.0,1.0,2.0,4.0,3.0,1.0,2012
2627.0,2.0,11.0,5.0,0.0,4.0,401.0,2.0,99.0,1.0,33.0,5.0,1.0,1.0,3.0,6.0,2.0,2012
2628.0,3.0,11.0,6.0,19.0,1.0,101.0,1.0,12.0,1.0,35.0,6.0,1.0,1.0,1.0,2.0,1.0,2012
2629.0,3.0,11.0,6.0,21.0,1.0,101.0,1.0,7.0,1.0,34.0,5.0,1.0,2.0,3.0,11.0,1.0,2012
2630.0,3.0,11.0,6.0,4.0,20.0,2001.0,2.0,99.0,1.0,37.0,6.0,1.0,1.0,3.0,4.0,3.0,2012
2631.0,3.0,11.0,6.0,7.0,9.0,920.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,7.0,99.0,1.0,2012
2632.0,3.0,11.0,6.0,14.0,17.0,1701.0,2.0,99.0,1.0,28.0,4.0,1.0,1.0,3.0,5.0,3.0,2012
2633.0,3.0,11.0,6.0,2.0,4.0,401.0,1.0,1.0,1.0,24.0,3.0,1.0,2.0,4.0,5.0,3.0,2012
2634.0,4.0,11.0,7.0,15.0,1.0,101.0,1.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,2.0,1.0,2012
2635.0,4.0,11.0,7.0,1.0,1.0,101.0,1.0,1.0,1.0,25.0,4.0,1.0,1.0,3.0,5.0,1.0,2012
2636.0,4.0,11.0,7.0,22.0,1.0,101.0,1.0,11.0,1.0,54.0,9.0,1.0,9.0,1.0,3.0,2.0,2012
2637.0,4.0,11.0,7.0,10.0,1.0,109.0,1.0,99.0,1.0,36.0,6.0,1.0,1.0,3.0,1.0,1.0,2012
2638.0,4.0,11.0,7.0,21.0,22.0,2205.0,2.0,99.0,1.0,27.0,4.0,1.0,1.0,4.0,99.0,1.0,2012
2639.0,4.0,11.0,7.0,9.0,11.0,1101.0,1.0,6.0,9.0,999.0,11.0,9.0,9.0,3.0,2.0,3.0,2012
2640.0,4.0,11.0,7.0,1.0,16.0,1605.0,1.0,99.0,1.0,31.0,5.0,1.0,1.0,14.0,1.0,3.0,2012
2641.0,4.0,11.0,7.0,3.0,16.0,1602.0,2.0,99.0,1.0,21.0,3.0,1.0,2.0,4.0,99.0,2.0,2012
2642.0,4.0,11.0,7.0,5.0,15.0,1504.0,2.0,99.0,1.0,38.0,6.0,1.0,1.0,3.0,4.0,4.0,2012
2643.0,5.0,11.0,1.0,18.0,1.0,115.0,1.0,12.0,1.0,30.0,5.0,1.0,9.0,3.0,5.0,1.0,2012
2644.0,5.0,11.0,1.0,9.0,22.0,2201.0,2.0,99.0,1.0,40.0,7.0,1.0,9.0,1.0,4.0,2.0,2012
2645.0,5.0,11.0,1.0,7.0,20.0,2001.0,2.0,99.0,1.0,34.0,5.0,1.0,9.0,4.0,7.0,1.0,2012
2646.0,5.0,11.0,1.0,18.0,20.0,2007.0,2.0,99.0,1.0,47.0,8.0,1.0,1.0,14.0,1.0,2.0,2012
2647.0,5.0,11.0,1.0,14.0,10.0,1001.0,2.0,99.0,1.0,63.0,10.0,1.0,9.0,4.0,14.0,3.0,2012
2648.0,6.0,11.0,2.0,8.0,1.0,102.0,1.0,99.0,1.0,999.0,11.0,1.0,1.0,2.0,1.0,1.0,2012
2649.0,6.0,11.0,2.0,7.0,13.0,1331.0,2.0,99.0,1.0,999.0,11.0,1.0,9.0,2.0,4.0,3.0,2012
2650.0,6.0,11.0,2.0,9.0,1.0,101.0,1.0,12.0,1.0,29.0,4.0,1.0,9.0,3.0,5.0,1.0,2012
2651.0,6.0,11.0,2.0,20.0,18.0,1801.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,4.0,1.0,1.0,2012
2652.0,7.0,11.0,3.0,16.0,1.0,101.0,1.0,1.0,1.0,36.0,6.0,1.0,1.0,3.0,2.0,1.0,2012
2653.0,7.0,11.0,3.0,19.0,1.0,101.0,1.0,12.0,1.0,52.0,9.0,1.0,1.0,12.0,1.0,1.0,2012
2654.0,7.0,11.0,3.0,5.0,1.0,115.0,2.0,99.0,1.0,20.0,3.0,1.0,1.0,5.0,6.0,1.0,2012
2655.0,7.0,11.0,3.0,9.0,10.0,1001.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,4.0,1.0,1.0,2012
2656.0,7.0,11.0,3.0,19.0,9.0,920.0,2.0,99.0,1.0,35.0,6.0,1.0,1.0,11.0,2.0,1.0,2012
2657.0,7.0,11.0,3.0,20.0,18.0,1801.0,2.0,99.0,1.0,32.0,5.0,1.0,9.0,3.0,99.0,2.0,2012
2658.0,7.0,11.0,3.0,20.0,4.0,401.0,2.0,99.0,1.0,28.0,4.0,1.0,1.0,4.0,99.0,1.0,2012
2659.0,8.0,11.0,4.0,7.0,1.0,115.0,1.0,5.0,1.0,35.0,6.0,1.0,1.0,2.0,1.0,1.0,2012
2660.0,8.0,11.0,4.0,13.0,19.0,1901.0,2.0,99.0,2.0,23.0,3.0,1.0,1.0,2.0,6.0,1.0,2012
2661.0,8.0,11.0,4.0,2.0,5.0,501.0,2.0,99.0,1.0,27.0,4.0,1.0,1.0,4.0,1.0,3.0,2012
2662.0,8.0,11.0,4.0,11.0,8.0,801.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,5.0,2.0,1.0,2012
2663.0,8.0,11.0,4.0,23.0,16.0,1601.0,2.0,99.0,1.0,21.0,3.0,1.0,9.0,9.0,2.0,3.0,2012
2664.0,8.0,11.0,4.0,13.0,18.0,1801.0,2.0,99.0,1.0,53.0,9.0,1.0,9.0,1.0,1.0,1.0,2012
2665.0,8.0,11.0,4.0,7.0,4.0,401.0,2.0,99.0,1.0,22.0,3.0,1.0,9.0,14.0,1.0,2.0,2012
2666.0,9.0,11.0,5.0,18.0,22.0,2201.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,3.0,1.0,1.0,2012
2667.0,9.0,11.0,5.0,16.0,22.0,2202.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,3.0,1.0,1.0,2012
2668.0,9.0,11.0,5.0,16.0,10.0,1001.0,2.0,99.0,1.0,31.0,5.0,1.0,9.0,5.0,2.0,1.0,2012
2669.0,9.0,11.0,5.0,21.0,10.0,1013.0,2.0,99.0,1.0,72.0,10.0,1.0,9.0,3.0,5.0,2.0,2012
2670.0,9.0,11.0,5.0,13.0,17.0,1711.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,5.0,1.0,1.0,2012
2671.0,10.0,11.0,6.0,17.0,1.0,101.0,1.0,17.0,1.0,21.0,3.0,1.0,9.0,1.0,14.0,1.0,2012
2672.0,10.0,11.0,6.0,23.0,1.0,102.0,2.0,99.0,1.0,34.0,5.0,1.0,9.0,1.0,2.0,1.0,2012
2673.0,10.0,11.0,6.0,23.0,1.0,101.0,1.0,11.0,1.0,27.0,4.0,1.0,9.0,3.0,3.0,1.0,2012
2674.0,10.0,11.0,6.0,0.0,1.0,101.0,1.0,12.0,1.0,27.0,4.0,1.0,9.0,2.0,5.0,3.0,2012
2675.0,10.0,11.0,6.0,0.0,1.0,101.0,1.0,12.0,1.0,28.0,4.0,1.0,9.0,1.0,6.0,3.0,2012
2676.0,10.0,11.0,6.0,20.0,21.0,2101.0,2.0,99.0,1.0,54.0,9.0,1.0,9.0,2.0,9.0,2.0,2012
2677.0,10.0,11.0,6.0,13.0,20.0,2001.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,3.0,2.0,2.0,2012
2678.0,10.0,11.0,6.0,12.0,6.0,602.0,2.0,99.0,1.0,23.0,3.0,1.0,9.0,1.0,8.0,2.0,2012
2679.0,10.0,11.0,6.0,19.0,9.0,901.0,2.0,99.0,1.0,47.0,8.0,1.0,9.0,1.0,6.0,1.0,2012
2680.0,10.0,11.0,6.0,23.0,9.0,901.0,2.0,99.0,1.0,24.0,3.0,1.0,9.0,4.0,5.0,2.0,2012
2681.0,10.0,11.0,6.0,14.0,4.0,401.0,2.0,99.0,1.0,35.0,6.0,1.0,9.0,1.0,5.0,1.0,2012
2682.0,10.0,11.0,6.0,17.0,3.0,309.0,2.0,99.0,1.0,46.0,8.0,1.0,9.0,3.0,4.0,2.0,2012
2683.0,10.0,11.0,6.0,15.0,3.0,301.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,7.0,6.0,3.0,2012
2684.0,11.0,11.0,7.0,5.0,1.0,101.0,1.0,13.0,1.0,27.0,4.0,1.0,9.0,4.0,3.0,1.0,2012
2685.0,11.0,11.0,7.0,22.0,1.0,101.0,1.0,12.0,1.0,999.0,11.0,1.0,9.0,1.0,99.0,1.0,2012
2686.0,11.0,11.0,7.0,2.0,5.0,501.0,2.0,99.0,1.0,48.0,8.0,1.0,9.0,1.0,10.0,2.0,2012
2687.0,11.0,11.0,7.0,6.0,5.0,502.0,1.0,1.0,1.0,21.0,3.0,1.0,2.0,3.0,4.0,2.0,2012
2688.0,11.0,11.0,7.0,18.0,10.0,1010.0,2.0,99.0,1.0,26.0,4.0,1.0,2.0,1.0,5.0,2.0,2012
2689.0,11.0,11.0,7.0,9.0,17.0,1702.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,4.0,99.0,3.0,2012
2690.0,12.0,11.0,1.0,23.0,1.0,102.0,2.0,99.0,1.0,44.0,7.0,1.0,1.0,1.0,4.0,1.0,2012
2691.0,12.0,11.0,1.0,8.0,19.0,1902.0,2.0,99.0,1.0,39.0,6.0,1.0,1.0,3.0,7.0,1.0,2012
2692.0,12.0,11.0,1.0,0.0,5.0,513.0,2.0,99.0,1.0,26.0,4.0,1.0,2.0,4.0,1.0,1.0,2012
2693.0,12.0,11.0,1.0,21.0,9.0,920.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,1.0,6.0,1.0,2012
2694.0,12.0,11.0,1.0,10.0,13.0,1301.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,12.0,2.0,1.0,2012
2695.0,12.0,11.0,1.0,4.0,18.0,1801.0,2.0,99.0,1.0,37.0,6.0,1.0,9.0,6.0,2.0,2.0,2012
2696.0,12.0,11.0,1.0,8.0,14.0,1401.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,1.0,3.0,2012
2697.0,13.0,11.0,2.0,4.0,1.0,101.0,1.0,8.0,1.0,999.0,11.0,1.0,1.0,3.0,5.0,2.0,2012
2698.0,13.0,11.0,2.0,13.0,1.0,101.0,1.0,8.0,1.0,37.0,6.0,1.0,1.0,5.0,2.0,1.0,2012
2699.0,13.0,11.0,2.0,4.0,1.0,113.0,1.0,99.0,1.0,999.0,11.0,1.0,1.0,3.0,5.0,1.0,2012
2700.0,13.0,11.0,2.0,4.0,1.0,101.0,1.0,11.0,1.0,52.0,9.0,1.0,2.0,1.0,2.0,1.0,2012
2701.0,13.0,11.0,2.0,6.0,5.0,501.0,1.0,8.0,9.0,999.0,11.0,9.0,9.0,7.0,1.0,3.0,2012
2702.0,13.0,11.0,2.0,19.0,9.0,901.0,1.0,7.0,1.0,42.0,7.0,1.0,2.0,3.0,4.0,1.0,2012
2703.0,13.0,11.0,2.0,17.0,12.0,1215.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,9.0,1.0,2012
2704.0,13.0,11.0,2.0,17.0,13.0,1301.0,1.0,5.0,9.0,999.0,11.0,9.0,9.0,2.0,10.0,1.0,2012
2705.0,13.0,11.0,2.0,11.0,3.0,304.0,2.0,99.0,1.0,18.0,2.0,1.0,9.0,1.0,4.0,1.0,2012
2706.0,14.0,11.0,3.0,22.0,1.0,101.0,1.0,16.0,1.0,20.0,3.0,1.0,9.0,4.0,1.0,2.0,2012
2707.0,14.0,11.0,3.0,2.0,20.0,2001.0,1.0,2.0,1.0,20.0,3.0,1.0,9.0,3.0,1.0,3.0,2012
2708.0,14.0,11.0,3.0,13.0,20.0,2001.0,2.0,99.0,1.0,37.0,6.0,1.0,1.0,11.0,2.0,1.0,2012
2709.0,14.0,11.0,3.0,10.0,19.0,1903.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,5.0,2.0,1.0,2012
2710.0,14.0,11.0,3.0,12.0,19.0,1902.0,2.0,99.0,1.0,54.0,9.0,1.0,1.0,3.0,6.0,1.0,2012
2711.0,14.0,11.0,3.0,13.0,12.0,1201.0,2.0,99.0,1.0,38.0,6.0,1.0,1.0,3.0,5.0,3.0,2012
2712.0,15.0,11.0,4.0,7.0,1.0,101.0,1.0,12.0,1.0,46.0,8.0,1.0,1.0,5.0,3.0,1.0,2012
2713.0,15.0,11.0,4.0,0.0,11.0,1102.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,6.0,10.0,1.0,2012
2714.0,15.0,11.0,4.0,7.0,11.0,1108.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,4.0,99.0,1.0,2012
2715.0,16.0,11.0,5.0,1.0,1.0,101.0,1.0,10.0,1.0,35.0,6.0,1.0,1.0,3.0,6.0,2.0,2012
2716.0,16.0,11.0,5.0,20.0,1.0,102.0,2.0,99.0,1.0,34.0,5.0,1.0,1.0,3.0,1.0,2.0,2012
2717.0,16.0,11.0,5.0,8.0,1.0,101.0,1.0,10.0,1.0,32.0,5.0,1.0,1.0,4.0,99.0,1.0,2012
2718.0,16.0,11.0,5.0,3.0,1.0,102.0,2.0,99.0,1.0,52.0,9.0,1.0,1.0,1.0,4.0,3.0,2012
2719.0,16.0,11.0,5.0,23.0,1.0,116.0,1.0,3.0,2.0,30.0,5.0,1.0,1.0,4.0,5.0,1.0,2012
2720.0,16.0,11.0,5.0,3.0,1.0,114.0,2.0,99.0,1.0,50.0,9.0,1.0,1.0,4.0,1.0,1.0,2012
2721.0,16.0,11.0,5.0,19.0,1.0,111.0,2.0,99.0,1.0,25.0,4.0,1.0,1.0,2.0,3.0,1.0,2012
2722.0,16.0,11.0,5.0,17.0,22.0,2216.0,2.0,99.0,1.0,25.0,4.0,1.0,1.0,1.0,11.0,3.0,2012
2723.0,16.0,11.0,5.0,17.0,22.0,2205.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,4.0,3.0,3.0,2012
2724.0,16.0,11.0,5.0,1.0,22.0,2201.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,9.0,1.0,2012
2725.0,16.0,11.0,5.0,22.0,5.0,501.0,2.0,99.0,1.0,20.0,3.0,1.0,9.0,4.0,1.0,1.0,2012
2726.0,16.0,11.0,5.0,14.0,6.0,606.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,11.0,3.0,2012
2727.0,16.0,11.0,5.0,17.0,9.0,902.0,2.0,99.0,2.0,32.0,5.0,1.0,1.0,1.0,6.0,1.0,2012
2728.0,16.0,11.0,5.0,14.0,13.0,1301.0,2.0,99.0,1.0,44.0,7.0,1.0,9.0,2.0,2.0,3.0,2012
2729.0,16.0,11.0,5.0,18.0,18.0,1805.0,2.0,99.0,9.0,22.0,3.0,1.0,9.0,99.0,99.0,1.0,2012
2730.0,16.0,11.0,5.0,2.0,17.0,1712.0,2.0,99.0,1.0,61.0,10.0,1.0,9.0,99.0,99.0,1.0,2012
2731.0,16.0,11.0,5.0,17.0,4.0,401.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,5.0,2.0,1.0,2012
2732.0,17.0,11.0,6.0,2.0,1.0,101.0,1.0,9.0,1.0,25.0,4.0,1.0,1.0,4.0,6.0,1.0,2012
2733.0,17.0,11.0,6.0,18.0,1.0,101.0,1.0,17.0,1.0,47.0,8.0,1.0,1.0,5.0,2.0,1.0,2012
2734.0,17.0,11.0,6.0,2.0,1.0,102.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,1.0,3.0,2.0,2012
2735.0,17.0,11.0,6.0,10.0,1.0,114.0,2.0,99.0,1.0,42.0,7.0,1.0,1.0,2.0,3.0,1.0,2012
2736.0,17.0,11.0,6.0,21.0,1.0,115.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,5.0,3.0,1.0,2012
2737.0,17.0,11.0,6.0,16.0,1.0,101.0,1.0,19.0,9.0,999.0,11.0,9.0,9.0,4.0,1.0,1.0,2012
2738.0,17.0,11.0,6.0,20.0,19.0,1901.0,2.0,99.0,1.0,37.0,6.0,1.0,1.0,4.0,1.0,1.0,2012
2739.0,18.0,11.0,7.0,10.0,1.0,101.0,1.0,1.0,1.0,32.0,5.0,1.0,1.0,4.0,1.0,2.0,2012
2740.0,18.0,11.0,7.0,18.0,1.0,102.0,2.0,99.0,1.0,19.0,2.0,1.0,1.0,1.0,4.0,1.0,2012
2741.0,18.0,11.0,7.0,0.0,1.0,101.0,1.0,7.0,1.0,17.0,2.0,2.0,1.0,1.0,4.0,2.0,2012
2742.0,18.0,11.0,7.0,10.0,1.0,114.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,5.0,1.0,2.0,2012
2743.0,18.0,11.0,7.0,19.0,1.0,110.0,2.0,99.0,1.0,43.0,7.0,1.0,2.0,3.0,1.0,2.0,2012
2744.0,18.0,11.0,7.0,21.0,20.0,2001.0,2.0,99.0,1.0,35.0,6.0,1.0,9.0,4.0,99.0,4.0,2012
