num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
3170,2022,29,4,00:00 a 05:59,Ma?ana,Mayo,Domingo,Chiquimula,Chiquimula,1,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3171,2022,29,0,00:00 a 05:59,Ma?ana,Mayo,Domingo,Huehuetenango,Huehuetenango,1,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisi?n
3172,2022,29,17,12:00 a 17:59,Tarde,Mayo,Domingo,Huehuetenango,Chiantla,2,Motocicleta,Kymco,Gris,Ignorado,Ignorado,Colisi?n
3173,2022,29,16,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,7,Motocicleta,X-bow KRM,Negro,2018,2010-2019,Derrape
3174,2022,29,15,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Villa Canales,3,Autom?vil,Toyota,Azul,1988,1980-1989,Colisi?n
3175,2022,29,18,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Villa Nueva,4,Camioneta,Ford,Amarillo,2021,2020-2029,Choque
3176,2022,29,2,00:00 a 05:59,Ma?ana,Mayo,Domingo,Guatemala,Mixco,11,Microb?s,Mitsubishi,Blanco,2010,2010-2019,Colisi?n
3177,2022,29,21,18:00 a 23:59,Noche,Mayo,Domingo,Alta Verapaz,Tactic,Ignorada,Autom?vil,Ignorado,Blanco,2007,2000-2009,Colisi?n
3178,2022,29,17,12:00 a 17:59,Tarde,Mayo,Domingo,Jutiapa,Jutiapa,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisi?n
3179,2022,30,22,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Guatemala,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3180,2022,30,0,00:00 a 05:59,Ma?ana,Mayo,Lunes,Guatemala,Guatemala,11,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
3181,2022,30,1,00:00 a 05:59,Ma?ana,Mayo,Lunes,Guatemala,Villa Canales,Ignorada,Autom?vil,Honda,Beige,2006,2000-2009,Choque
3182,2022,30,4,00:00 a 05:59,Ma?ana,Mayo,Lunes,Guatemala,Villa Nueva,6,Autom?vil,Honda,Amarillo,Ignorado,Ignorado,Colisi?n
3183,2022,30,12,12:00 a 17:59,Tarde,Mayo,Lunes,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3184,2022,30,14,12:00 a 17:59,Tarde,Mayo,Lunes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3185,2022,30,0,00:00 a 05:59,Ma?ana,Mayo,Lunes,Jutiapa,Jutiapa,Ignorada,Motocicleta,Bajaj,Ignorado,2019,2010-2019,Colisi?n
3186,2022,30,0,00:00 a 05:59,Ma?ana,Mayo,Lunes,Chiquimula,Quezaltepeque,1,Pick up,Toyota,Beige,Ignorado,Ignorado,Colisi?n
3187,2022,30,16,12:00 a 17:59,Tarde,Mayo,Lunes,Santa Rosa,Barberena,Ignorada,Pick up,Nissan,Gris,Ignorado,Ignorado,Vuelco
3188,2022,30,11,06:00 a 11:59,Ma?ana,Mayo,Lunes,Totonicap?n,Totonicap?n,Ignorada,Cami?n,Suzuki,Blanco,1998,1990-1999,Colisi?n
3189,2022,30,21,18:00 a 23:59,Noche,Mayo,Lunes,Pet?n,La Libertad,11,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
3190,2022,31,23,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,1,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3191,2022,31,18,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Lifan,Negro,2018,2010-2019,Colisi?n
3192,2022,31,15,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Bus urbano,Internacional,Rojo,1999,1990-1999,Colisi?n
3193,2022,31,23,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
3194,2022,31,9,06:00 a 11:59,Ma?ana,Mayo,Martes,Guatemala,Mixco,8,Bus urbano,Internacional,Blanco,1997,1990-1999,Colisi?n
3195,2022,31,9,06:00 a 11:59,Ma?ana,Mayo,Martes,Escuintla,Escuintla,Ignorada,Bus urbano,Internacional,Rojo,1996,1990-1999,Vuelco
3196,2022,31,8,06:00 a 11:59,Ma?ana,Mayo,Martes,Retalhuleu,Retalhuleu,2,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisi?n
3197,2022,31,21,18:00 a 23:59,Noche,Mayo,Martes,Alta Verapaz,Cob?n,12,Autom?vil,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
3198,2022,31,22,18:00 a 23:59,Noche,Mayo,Martes,Baja Verapaz,Salam?,Ignorada,Autom?vil,Hyundai,Blanco,Ignorado,Ignorado,Colisi?n
3199,2022,31,20,18:00 a 23:59,Noche,Mayo,Martes,Quich?,Santa Cruz del Quich?,Ignorada,Autom?vil,Honda,Verde,Ignorado,Ignorado,Colisi?n
3200,2022,31,4,00:00 a 05:59,Ma?ana,Mayo,Martes,Chimaltenango,El Tejar,Ignorada,Cami?n,Ford,Blanco,1997,1990-1999,Colisi?n
3201,2022,1,18,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Petapa,7,Motocicleta,Yamaha,Negro,2010,2010-2019,Atropello
3202,2022,1,0,00:00 a 05:59,Ma?ana,Mayo,Domingo,Zacapa,Teculut?n,Ignorada,Motocicleta,Ignorado,Ignorado,2011,2010-2019,Atropello
3203,2022,1,20,18:00 a 23:59,Noche,Mayo,Domingo,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello
3204,2022,1,20,18:00 a 23:59,Noche,Mayo,Domingo,Santa Rosa,Barberena,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Atropello
3205,2022,1,1,00:00 a 05:59,Ma?ana,Mayo,Domingo,Alta Verapaz,Cob?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3206,2022,1,0,00:00 a 05:59,Ma?ana,Mayo,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello
3207,2022,1,0,00:00 a 05:59,Ma?ana,Mayo,Domingo,Solol?,Panajachel,Ignorada,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Atropello
3208,2022,2,17,12:00 a 17:59,Tarde,Mayo,Lunes,Guatemala,Guatemala,9,Motocicleta,Kawasaki,Azul,2009,2000-2009,Atropello
3209,2022,2,21,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Chinautla,Ignorada,Autom?vil,Toyota,Corinto,1991,1990-1999,Atropello
3210,2022,2,18,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Palencia,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3211,2022,2,21,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Guatemala,13,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3212,2022,2,17,12:00 a 17:59,Tarde,Mayo,Lunes,Guatemala,Fraijanes,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3213,2022,2,14,12:00 a 17:59,Tarde,Mayo,Lunes,Guatemala,Villa Canales,1,Motocicleta,Haojue,Negro,2022,2020-2029,Atropello
3214,2022,2,18,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Villa Nueva,4,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello
3215,2022,2,23,18:00 a 23:59,Noche,Mayo,Lunes,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3216,2022,2,8,06:00 a 11:59,Ma?ana,Mayo,Lunes,Izabal,Puerto Barrios,1,Motocicleta,Freedom,Negro,2018,2010-2019,Atropello
3217,2022,3,12,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Motocicleta,Sanyang,Negro,2020,2020-2029,Atropello
3218,2022,3,23,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,11,Bus urbano,Volvo,Verde,Ignorado,Ignorado,Atropello
3219,2022,3,19,18:00 a 23:59,Noche,Mayo,Martes,Quetzaltenango,Quetzaltenango,6,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Atropello
3220,2022,4,18,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Petapa,7,Microb?s,Mazda,Blanco,2003,2000-2009,Atropello
3221,2022,4,15,12:00 a 17:59,Tarde,Mayo,Miercoles,Guatemala,San Juan Sacatep?quez,Ignorada,Autom?vil,Nissan,Gris,2015,2010-2019,Atropello
3222,2022,4,6,06:00 a 11:59,Ma?ana,Mayo,Miercoles,Jutiapa,Quesada,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3223,2022,4,11,06:00 a 11:59,Ma?ana,Mayo,Miercoles,Jalapa,Jalapa,Ignorada,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Atropello
3224,2022,4,13,12:00 a 17:59,Tarde,Mayo,Miercoles,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3225,2022,4,8,06:00 a 11:59,Ma?ana,Mayo,Miercoles,Huehuetenango,Aguacat?n,Ignorada,Pick up,Mazda,Negro,Ignorado,Ignorado,Atropello
3226,2022,4,9,06:00 a 11:59,Ma?ana,Mayo,Miercoles,Pet?n,Santa Ana,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3227,2022,4,22,18:00 a 23:59,Noche,Mayo,Miercoles,Chimaltenango,Chimaltenango,4,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3228,2022,5,21,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Villa Nueva,6,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Atropello
3229,2022,5,14,12:00 a 17:59,Tarde,Mayo,Jueves,Guatemala,Mixco,6,Motocicleta,Honda,Beige,2006,2000-2009,Atropello
3230,2022,5,14,12:00 a 17:59,Tarde,Mayo,Jueves,Quetzaltenango,Quetzaltenango,3,Ignorado,Nissan,Ignorado,Ignorado,Ignorado,Atropello
3231,2022,5,0,00:00 a 05:59,Ma?ana,Mayo,Jueves,Quich?,Santa Mar?a Nebaj,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello
3232,2022,5,20,18:00 a 23:59,Noche,Mayo,Jueves,Quich?,Chich?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3233,2022,5,22,18:00 a 23:59,Noche,Mayo,Jueves,Chimaltenango,Chimaltenango,4,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3234,2022,6,6,06:00 a 11:59,Ma?ana,Mayo,Viernes,Guatemala,Guatemala,12,Motocicleta,Genesis,Negro,2014,2010-2019,Atropello
3235,2022,6,17,12:00 a 17:59,Tarde,Mayo,Viernes,Escuintla,Escuintla,3,Motocicleta,Italika,Negro,Ignorado,Ignorado,Atropello
3236,2022,6,7,06:00 a 11:59,Ma?ana,Mayo,Viernes,Chimaltenango,Zaragoza,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3237,2022,6,18,18:00 a 23:59,Noche,Mayo,Viernes,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Camioneta,Hyundai,Gris,2003,2000-2009,Atropello
3238,2022,6,10,06:00 a 11:59,Ma?ana,Mayo,Viernes,Sacatep?quez,Santa Mar?a de Jes?s,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3239,2022,7,21,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3240,2022,7,23,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Mixco,1,Pick up,Toyota,Verde,1998,1990-1999,Atropello
3241,2022,7,22,18:00 a 23:59,Noche,Mayo,Sabado,Alta Verapaz,Tactic,Ignorada,Autom?vil,Mazda,Azul,2006,2000-2009,Atropello
3242,2022,7,15,12:00 a 17:59,Tarde,Mayo,Sabado,Solol?,Nahual?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3243,2022,7,13,12:00 a 17:59,Tarde,Mayo,Sabado,Chimaltenango,Patzic?a,3,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3244,2022,7,19,18:00 a 23:59,Noche,Mayo,Sabado,Sacatep?quez,Magdalena Milpas Altas,4,Camioneta,Acura,Ignorado,1998,1990-1999,Atropello
3245,2022,8,19,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,9,Autom?vil,Toyota,Beige,Ignorado,Ignorado,Atropello
3246,2022,8,18,18:00 a 23:59,Noche,Mayo,Domingo,Escuintla,Santa Luc?a Cotzumalguapa,1,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello
3247,2022,8,14,12:00 a 17:59,Tarde,Mayo,Domingo,Totonicap?n,Totonicap?n,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello
3248,2022,8,20,18:00 a 23:59,Noche,Mayo,Domingo,El Progreso,Sanarate,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3249,2022,8,9,06:00 a 11:59,Ma?ana,Mayo,Domingo,El Progreso,Moraz?n,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3250,2022,8,22,18:00 a 23:59,Noche,Mayo,Domingo,Pet?n,Flores,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3251,2022,8,22,18:00 a 23:59,Noche,Mayo,Domingo,Pet?n,San Luis,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3252,2022,10,15,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,21,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3253,2022,10,12,12:00 a 17:59,Tarde,Mayo,Martes,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3254,2022,11,13,12:00 a 17:59,Tarde,Mayo,Miercoles,Guatemala,Guatemala,1,Cami?n,Freightliner,Blanco,2000,2000-2009,Atropello
3255,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,6,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Atropello
3256,2022,11,22,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,25,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Atropello
3257,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Amatitl?n,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello
3258,2022,11,12,12:00 a 17:59,Tarde,Mayo,Miercoles,Quetzaltenango,Quetzaltenango,Ignorada,Pick up,Mazda,Blanco,Ignorado,Ignorado,Atropello
3259,2022,11,0,00:00 a 05:59,Ma?ana,Mayo,Miercoles,Pet?n,Sayaxch?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3260,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Mazda,Corinto,2014,2010-2019,Atropello
3261,2022,12,20,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,18,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello
3262,2022,12,7,06:00 a 11:59,Ma?ana,Mayo,Jueves,Guatemala,Guatemala,12,Motocicleta,Yamaha,Ignorado,2022,2020-2029,Atropello
3263,2022,12,0,00:00 a 05:59,Ma?ana,Mayo,Jueves,Guatemala,Mixco,2,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3264,2022,12,18,18:00 a 23:59,Noche,Mayo,Jueves,Quetzaltenango,Concepci?n Chiquirichapa,Ignorada,Bus extraurbano,Internacional,Blanco,1995,1990-1999,Atropello
3265,2022,12,22,18:00 a 23:59,Noche,Mayo,Jueves,Pet?n,San Benito,Ignorada,Autom?vil,Toyota,Corinto,Ignorado,Ignorado,Atropello
3266,2022,12,22,18:00 a 23:59,Noche,Mayo,Jueves,Chimaltenango,Chimaltenango,1,Autom?vil,Toyota,Gris,2005,2000-2009,Atropello
3267,2022,13,19,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Guatemala,1,Autom?vil,Suzuki,Blanco,2022,2020-2029,Atropello
3268,2022,13,12,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,Guatemala,1,Motocicleta,Italika,Negro,Ignorado,Ignorado,Atropello
3269,2022,13,18,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3270,2022,13,6,06:00 a 11:59,Ma?ana,Mayo,Viernes,Retalhuleu,El Asintal,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3271,2022,13,23,18:00 a 23:59,Noche,Mayo,Viernes,Baja Verapaz,Salam?,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3272,2022,13,20,18:00 a 23:59,Noche,Mayo,Viernes,Sacatep?quez,San Antonio Aguas Calientes,Ignorada,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Atropello
3273,2022,14,19,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,18,Pick up,Toyota,Azul,Ignorado,Ignorado,Atropello
3274,2022,14,17,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,San Jos? Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3275,2022,14,0,00:00 a 05:59,Ma?ana,Mayo,Sabado,Quetzaltenango,Quetzaltenango,Ignorada,Motocicleta,Italika,Azul,2016,2010-2019,Atropello
3276,2022,14,17,12:00 a 17:59,Tarde,Mayo,Sabado,Totonicap?n,San Crist?bal Totonicap?n,Ignorada,Motocicleta,Bajaj,Negro,2022,2020-2029,Atropello
3277,2022,14,11,06:00 a 11:59,Ma?ana,Mayo,Sabado,Alta Verapaz,San Juan Chamelco,Ignorada,Cami?n,Internacional,Verde,2005,2000-2009,Atropello
3278,2022,14,18,18:00 a 23:59,Noche,Mayo,Sabado,Chimaltenango,El Tejar,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello
3279,2022,15,12,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,1,Motocicleta,TVS Apache,Negro,2020,2020-2029,Atropello
3280,2022,15,11,06:00 a 11:59,Ma?ana,Mayo,Domingo,Guatemala,Guatemala,11,Autom?vil,Toyota,Beige,2006,2000-2009,Atropello
3281,2022,15,15,12:00 a 17:59,Tarde,Mayo,Domingo,San Marcos,San Marcos,5,Autom?vil,Kia,Gris,2004,2000-2009,Atropello
3282,2022,16,11,06:00 a 11:59,Ma?ana,Mayo,Lunes,Guatemala,Fraijanes,Ignorada,Bus urbano,Isuzu,Blanco,2019,2010-2019,Atropello
3283,2022,16,6,06:00 a 11:59,Ma?ana,Mayo,Lunes,Guatemala,Petapa,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3284,2022,16,23,18:00 a 23:59,Noche,Mayo,Lunes,Chimaltenango,Patzic?a,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3285,2022,17,18,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,3,Cami?n,Internacional,Blanco,2001,2000-2009,Atropello
3286,2022,17,22,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,1,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3287,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,12,Autom?vil,Toyota,Rojo,2022,2020-2029,Atropello
3288,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3289,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Villa Nueva,4,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello
3290,2022,17,11,06:00 a 11:59,Ma?ana,Mayo,Martes,Huehuetenango,Huehuetenango,Ignorada,Cami?n,Ignorado,Azul,Ignorado,Ignorado,Atropello
3291,2022,18,2,00:00 a 05:59,Ma?ana,Mayo,Miercoles,Guatemala,Mixco,1,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello
3292,2022,18,7,06:00 a 11:59,Ma?ana,Mayo,Miercoles,Chiquimula,Chiquimula,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Atropello
3293,2022,19,18,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,3,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello
3294,2022,19,7,06:00 a 11:59,Ma?ana,Mayo,Jueves,Guatemala,Guatemala,17,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3295,2022,19,23,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,12,Motocicleta,Hero Hunk,Negro,2012,2010-2019,Atropello
3296,2022,19,2,00:00 a 05:59,Ma?ana,Mayo,Jueves,Guatemala,Guatemala,12,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3297,2022,19,9,06:00 a 11:59,Ma?ana,Mayo,Jueves,Guatemala,Mixco,6,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello
3298,2022,19,13,12:00 a 17:59,Tarde,Mayo,Jueves,Santa Rosa,Cuilapa,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3299,2022,19,0,00:00 a 05:59,Ma?ana,Mayo,Jueves,El Progreso,Moraz?n,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3300,2022,19,21,18:00 a 23:59,Noche,Mayo,Jueves,Quich?,Sacapulas,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Atropello
3301,2022,19,21,18:00 a 23:59,Noche,Mayo,Jueves,Quich?,Sacapulas,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Atropello
3302,2022,19,18,18:00 a 23:59,Noche,Mayo,Jueves,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3303,2022,20,19,18:00 a 23:59,Noche,Mayo,Viernes,Jutiapa,Quesada,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3304,2022,20,17,12:00 a 17:59,Tarde,Mayo,Viernes,Suchitep?quez,Santa B?rbara,Ignorada,Cami?n,Hino,Blanco,1993,1990-1999,Atropello
3305,2022,20,6,06:00 a 11:59,Ma?ana,Mayo,Viernes,Retalhuleu,San Felipe Retalhuleu,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3306,2022,21,21,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,7,Autom?vil,Mitsubishi,Gris,2003,2000-2009,Atropello
3307,2022,21,9,06:00 a 11:59,Ma?ana,Mayo,Sabado,Guatemala,Villa Nueva,6,Motocicleta,X-bow KRM,Anaranjado,2021,2020-2029,Atropello
3308,2022,21,20,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Villa Nueva,3,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello
3309,2022,21,15,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Hero Hunk,Azul,2018,2010-2019,Atropello
3310,2022,21,13,12:00 a 17:59,Tarde,Mayo,Sabado,Escuintla,Escuintla,Ignorada,Autom?vil,Toyota,Blanco,2008,2000-2009,Atropello
3311,2022,21,23,18:00 a 23:59,Noche,Mayo,Sabado,Escuintla,Nueva Concepci?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3312,2022,21,22,18:00 a 23:59,Noche,Mayo,Sabado,Quich?,Santa Cruz del Quich?,1,Camioneta,Mitsubishi,Corinto,Ignorado,Ignorado,Atropello
3313,2022,21,10,06:00 a 11:59,Ma?ana,Mayo,Sabado,Chimaltenango,Chimaltenango,Ignorada,Pick up,Toyota,Corinto,1995,1990-1999,Atropello
3314,2022,21,6,06:00 a 11:59,Ma?ana,Mayo,Sabado,Sacatep?quez,San Juan Alotenango,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3315,2022,21,19,18:00 a 23:59,Noche,Mayo,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Suzuki,Azul,2012,2010-2019,Atropello
3316,2022,21,6,06:00 a 11:59,Ma?ana,Mayo,Sabado,Sacatep?quez,San Juan Alotenango,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3317,2022,22,19,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,5,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3318,2022,22,3,00:00 a 05:59,Ma?ana,Mayo,Domingo,Guatemala,Guatemala,7,Autom?vil,Hyundai,Café,2012,2010-2019,Atropello
3319,2022,22,14,12:00 a 17:59,Tarde,Mayo,Domingo,Escuintla,Masagua,Ignorada,Autom?vil,Mitsubishi,Negro,Ignorado,Ignorado,Atropello
3320,2022,22,20,18:00 a 23:59,Noche,Mayo,Domingo,Suchitep?quez,San Francisco Zapotitl?n,1,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello
3321,2022,22,13,12:00 a 17:59,Tarde,Mayo,Domingo,Retalhuleu,Retalhuleu,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3322,2022,22,18,18:00 a 23:59,Noche,Mayo,Domingo,Alta Verapaz,Cob?n,11,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Atropello
3323,2022,22,19,18:00 a 23:59,Noche,Mayo,Domingo,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Motocicleta,Serpento,Azul,2015,2010-2019,Atropello
3324,2022,22,20,18:00 a 23:59,Noche,Mayo,Domingo,Solol?,Panajachel,1,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello
3325,2022,23,8,06:00 a 11:59,Ma?ana,Mayo,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,MRT,Blanco,2018,2010-2019,Atropello
3326,2022,23,5,00:00 a 05:59,Ma?ana,Mayo,Lunes,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3327,2022,24,14,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Cami?n,Hino,Blanco,2016,2010-2019,Atropello
3328,2022,24,16,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
