num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
3329,2022,24,1,00:00 a 05:59,Ma?ana,Mayo,Martes,Guatemala,Villa Nueva,6,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3330,2022,25,23,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3331,2022,25,13,12:00 a 17:59,Tarde,Mayo,Miercoles,Baja Verapaz,Salam?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3332,2022,26,20,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,San Jos? Pinula,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3333,2022,26,22,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,7,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3334,2022,26,21,18:00 a 23:59,Noche,Mayo,Jueves,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello
3335,2022,26,16,12:00 a 17:59,Tarde,Mayo,Jueves,Baja Verapaz,Purulh?,Ignorada,Pick up,Toyota,Blanco,2013,2010-2019,Atropello
3336,2022,26,7,06:00 a 11:59,Ma?ana,Mayo,Jueves,Izabal,Morales,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3337,2022,27,2,00:00 a 05:59,Ma?ana,Mayo,Viernes,Guatemala,Guatemala,3,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello
3338,2022,27,6,06:00 a 11:59,Ma?ana,Mayo,Viernes,Guatemala,Guatemala,5,Motocicleta,Hero Hunk,Negro,2018,2010-2019,Atropello
3339,2022,27,7,06:00 a 11:59,Ma?ana,Mayo,Viernes,Escuintla,Escuintla,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3340,2022,28,13,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3341,2022,28,19,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Villa Nueva,4,Autom?vil,Ignorado,Negro,Ignorado,Ignorado,Atropello
3342,2022,28,17,12:00 a 17:59,Tarde,Mayo,Sabado,Zacapa,Zacapa,Ignorada,Motocicleta,Yamaha,Azul,2022,2020-2029,Atropello
3343,2022,28,18,18:00 a 23:59,Noche,Mayo,Sabado,Santa Rosa,Barberena,Ignorada,Motocicleta,Honda,Azul,2017,2010-2019,Atropello
3344,2022,28,22,18:00 a 23:59,Noche,Mayo,Sabado,Chimaltenango,Patz?n,2,Autom?vil,Toyota,Blanco,1992,1990-1999,Atropello
3345,2022,28,22,18:00 a 23:59,Noche,Mayo,Sabado,Chimaltenango,Chimaltenango,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3346,2022,29,19,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,25,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Atropello
3347,2022,29,7,06:00 a 11:59,Ma?ana,Mayo,Domingo,Guatemala,Guatemala,6,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello
3348,2022,29,21,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,12,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3349,2022,29,23,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,12,Autom?vil,Suzuki,Gris,2020,2020-2029,Atropello
3350,2022,29,0,00:00 a 05:59,Ma?ana,Mayo,Domingo,Jalapa,Jalapa,7,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Atropello
3351,2022,29,19,18:00 a 23:59,Noche,Mayo,Domingo,Chiquimula,Quezaltepeque,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3352,2022,29,11,06:00 a 11:59,Ma?ana,Mayo,Domingo,Chimaltenango,Santa Cruz Balany?,Ignorada,Cami?n,Internacional,Blanco,1998,1990-1999,Atropello
3353,2022,30,19,18:00 a 23:59,Noche,Mayo,Lunes,Jalapa,San Luis Jilotepeque,Ignorada,Motocicleta,Suzuki,Negro,2016,2010-2019,Atropello
3354,2022,30,8,06:00 a 11:59,Ma?ana,Mayo,Lunes,Solol?,Panajachel,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3355,2022,31,23,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,1,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3356,2022,31,15,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,24,Motocicleta,Yumbo dakar,Negro,2017,2010-2019,Atropello
3357,2022,31,13,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello
3358,2022,31,11,06:00 a 11:59,Ma?ana,Mayo,Martes,Guatemala,Mixco,11,Pick up,Toyota,Blanco,Ignorado,Ignorado,Atropello
3359,2022,1,19,18:00 a 23:59,Noche,Junio,Miercoles,Guatemala,Guatemala,9,Autom?vil,Toyota,Gris,2009,2000-2009,Colisi?n
3360,2022,1,12,12:00 a 17:59,Tarde,Junio,Miercoles,Guatemala,Guatemala,5,Autom?vil,Peugeot,Negro,2006,2000-2009,Colisi?n
3361,2022,1,9,06:00 a 11:59,Ma?ana,Junio,Miercoles,Guatemala,Guatemala,7,Autom?vil,Hyundai,Rojo,Ignorado,Ignorado,Colisi?n
3362,2022,1,17,12:00 a 17:59,Tarde,Junio,Miercoles,Guatemala,Guatemala,12,Motocicleta,Freedom,Negro,2022,2020-2029,Colisi?n
3363,2022,1,18,18:00 a 23:59,Noche,Junio,Miercoles,Guatemala,Guatemala,12,Autom?vil,Mitsubishi,Gris,Ignorado,Ignorado,Colisi?n
3364,2022,1,2,00:00 a 05:59,Ma?ana,Junio,Miercoles,Guatemala,Villa Canales,3,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
3365,2022,1,6,06:00 a 11:59,Ma?ana,Junio,Miercoles,Guatemala,Amatitl?n,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
3366,2022,1,16,12:00 a 17:59,Tarde,Junio,Miercoles,Guatemala,Villa Nueva,6,Autom?vil,Kia,Blanco,Ignorado,Ignorado,Colisi?n
3367,2022,1,18,18:00 a 23:59,Noche,Junio,Miercoles,Guatemala,Villa Nueva,6,Panel,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
3368,2022,1,20,18:00 a 23:59,Noche,Junio,Miercoles,Guatemala,Villa Canales,Ignorada,Camioneta,Suzuki,Azul,Ignorado,Ignorado,Colisi?n
3369,2022,1,13,12:00 a 17:59,Tarde,Junio,Miercoles,Guatemala,Villa Canales,1,Autom?vil,Hyundai,Blanco,2016,2010-2019,Colisi?n
3370,2022,1,10,06:00 a 11:59,Ma?ana,Junio,Miercoles,Guatemala,Mixco,11,Autom?vil,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
3371,2022,1,7,06:00 a 11:59,Ma?ana,Junio,Miercoles,Guatemala,Villa Nueva,6,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3372,2022,1,0,00:00 a 05:59,Ma?ana,Junio,Miercoles,Escuintla,Escuintla,Ignorada,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Colisi?n
3373,2022,1,19,18:00 a 23:59,Noche,Junio,Miercoles,Santa Rosa,Cuilapa,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3374,2022,1,8,06:00 a 11:59,Ma?ana,Junio,Miercoles,Santa Rosa,Barberena,Ignorada,Autom?vil,Toyota,Azul,Ignorado,Ignorado,Colisi?n
3375,2022,1,18,18:00 a 23:59,Noche,Junio,Miercoles,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Ignorado,2019,2010-2019,Derrape
3376,2022,1,20,18:00 a 23:59,Noche,Junio,Miercoles,Baja Verapaz,Salam?,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3377,2022,1,0,00:00 a 05:59,Ma?ana,Junio,Miercoles,Pet?n,Melchor de Mencos,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
3378,2022,1,14,12:00 a 17:59,Tarde,Junio,Miercoles,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque
3379,2022,2,2,00:00 a 05:59,Ma?ana,Junio,Jueves,Guatemala,Guatemala,2,Motocicleta,Otros,Ignorado,2021,2020-2029,Colisi?n
3380,2022,2,19,18:00 a 23:59,Noche,Junio,Jueves,Guatemala,Santa Catarina Pinula,Ignorada,Panel,Mercedes Benz,Blanco,1998,1990-1999,Choque
3381,2022,2,17,12:00 a 17:59,Tarde,Junio,Jueves,Guatemala,Guatemala,5,Camioneta,Honda,Ignorado,2005,2000-2009,Colisi?n
3382,2022,2,1,00:00 a 05:59,Ma?ana,Junio,Jueves,Guatemala,Villa Nueva,4,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape
3383,2022,2,10,06:00 a 11:59,Ma?ana,Junio,Jueves,Guatemala,Petapa,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
3384,2022,2,6,06:00 a 11:59,Ma?ana,Junio,Jueves,Guatemala,Mixco,8,Pick up,Mazda,Gris,2009,2000-2009,Colisi?n
3385,2022,2,19,18:00 a 23:59,Noche,Junio,Jueves,Guatemala,Mixco,8,Autom?vil,Volkswagen,Ignorado,2004,2000-2009,Colisi?n
3386,2022,2,17,12:00 a 17:59,Tarde,Junio,Jueves,Guatemala,Guatemala,19,Motocicleta,Genesis,Negro,2013,2010-2019,Colisi?n
3387,2022,2,23,18:00 a 23:59,Noche,Junio,Jueves,Chiquimula,Chiquimula,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3388,2022,2,14,12:00 a 17:59,Tarde,Junio,Jueves,Zacapa,Huit?,Ignorada,Motocicleta,TVS Apache,Azul,2022,2020-2029,Derrape
3389,2022,2,16,12:00 a 17:59,Tarde,Junio,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Rojo,2015,2010-2019,Colisi?n
3390,2022,2,23,18:00 a 23:59,Noche,Junio,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Derrape
3391,2022,2,19,18:00 a 23:59,Noche,Junio,Jueves,Huehuetenango,Huehuetenango,Ignorada,Cami?n,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
3392,2022,2,6,06:00 a 11:59,Ma?ana,Junio,Jueves,Baja Verapaz,San Miguel Chicaj,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape
3393,2022,2,17,12:00 a 17:59,Tarde,Junio,Jueves,El Progreso,Guastatoya,Ignorada,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Derrape
3394,2022,2,18,18:00 a 23:59,Noche,Junio,Jueves,Sacatep?quez,San Miguel Due?as,Ignorada,Cami?n,Jac,Blanco,2017,2010-2019,Colisi?n
3395,2022,3,0,00:00 a 05:59,Ma?ana,Junio,Viernes,Guatemala,Petapa,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisi?n
3396,2022,3,0,00:00 a 05:59,Ma?ana,Junio,Viernes,Guatemala,Amatitl?n,Ignorada,Autom?vil,Ignorado,Beige,Ignorado,Ignorado,Colisi?n
3397,2022,3,3,00:00 a 05:59,Ma?ana,Junio,Viernes,Guatemala,Villa Nueva,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n
3398,2022,3,21,18:00 a 23:59,Noche,Junio,Viernes,Guatemala,Villa Nueva,3,Motocicleta,Asia Hero,Azul,Ignorado,Ignorado,Derrape
3399,2022,3,18,18:00 a 23:59,Noche,Junio,Viernes,Guatemala,Mixco,4,Autom?vil,Toyota,Negro,2005,2000-2009,Embarranc?
3400,2022,3,19,18:00 a 23:59,Noche,Junio,Viernes,Jutiapa,Quesada,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape
3401,2022,3,23,18:00 a 23:59,Noche,Junio,Viernes,Escuintla,San Jos?,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
3402,2022,3,19,18:00 a 23:59,Noche,Junio,Viernes,Escuintla,Siquinal?,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape
3403,2022,3,18,18:00 a 23:59,Noche,Junio,Viernes,Escuintla,Tiquisate,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3404,2022,3,13,12:00 a 17:59,Tarde,Junio,Viernes,Quetzaltenango,Quetzaltenango,Ignorada,Camioneta,Nissan,Rojo,2009,2000-2009,Derrape
3405,2022,3,22,18:00 a 23:59,Noche,Junio,Viernes,Huehuetenango,Aguacat?n,1,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisi?n
3406,2022,3,0,00:00 a 05:59,Ma?ana,Junio,Viernes,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Nissan,Gris,2013,2010-2019,Colisi?n
3407,2022,3,11,06:00 a 11:59,Ma?ana,Junio,Viernes,Sacatep?quez,Ciudad Vieja,6,Autom?vil,Mazda,Rojo,2005,2000-2009,Colisi?n
3408,2022,3,23,18:00 a 23:59,Noche,Junio,Viernes,Sacatep?quez,Jocotenango,2,Autom?vil,Mazda,Azul,2008,2000-2009,Colisi?n
3409,2022,3,22,18:00 a 23:59,Noche,Junio,Viernes,Sacatep?quez,Antigua Guatemala,Ignorada,Pick up,Mazda,Gris,Ignorado,Ignorado,Vuelco
3410,2022,4,6,06:00 a 11:59,Ma?ana,Junio,Sabado,Guatemala,Guatemala,1,Bus urbano,Toyota,Blanco,2020,2020-2029,Colisi?n
3411,2022,4,6,06:00 a 11:59,Ma?ana,Junio,Sabado,Guatemala,Guatemala,1,Motocicleta,Serpento,Negro,2022,2020-2029,Colisi?n
3412,2022,4,21,18:00 a 23:59,Noche,Junio,Sabado,Guatemala,Guatemala,1,Motocicleta,Italika,Azul,Ignorado,Ignorado,Derrape
3413,2022,4,2,00:00 a 05:59,Ma?ana,Junio,Sabado,Guatemala,Guatemala,11,Autom?vil,Kia,Blanco,2022,2020-2029,Colisi?n
3414,2022,4,2,00:00 a 05:59,Ma?ana,Junio,Sabado,Guatemala,Guatemala,11,Autom?vil,Mitsubishi,Gris,2008,2000-2009,Choque
3415,2022,4,20,18:00 a 23:59,Noche,Junio,Sabado,Guatemala,Amatitl?n,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3416,2022,4,22,18:00 a 23:59,Noche,Junio,Sabado,Guatemala,Villa Nueva,Ignorada,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
3417,2022,4,2,00:00 a 05:59,Ma?ana,Junio,Sabado,Guatemala,Mixco,1,Camioneta,Scion,Negro,Ignorado,Ignorado,Choque
3418,2022,4,11,06:00 a 11:59,Ma?ana,Junio,Sabado,Guatemala,Mixco,4,Motocicleta,Serpento,Rojo,2021,2020-2029,Choque
3419,2022,4,23,18:00 a 23:59,Noche,Junio,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Pick up,Honda,Blanco,Ignorado,Ignorado,Colisi?n
3420,2022,4,16,12:00 a 17:59,Tarde,Junio,Sabado,Zacapa,Zacapa,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisi?n
3421,2022,4,13,12:00 a 17:59,Tarde,Junio,Sabado,Escuintla,Tiquisate,Ignorada,Tractor,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3422,2022,4,13,12:00 a 17:59,Tarde,Junio,Sabado,Escuintla,Escuintla,Ignorada,Camioneta,Ignorado,Verde,Ignorado,Ignorado,Colisi?n
3423,2022,4,14,12:00 a 17:59,Tarde,Junio,Sabado,Escuintla,Escuintla,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3424,2022,4,18,18:00 a 23:59,Noche,Junio,Sabado,Huehuetenango,San Pedro Necta,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
3425,2022,4,18,18:00 a 23:59,Noche,Junio,Sabado,Baja Verapaz,Salam?,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3426,2022,4,19,18:00 a 23:59,Noche,Junio,Sabado,Baja Verapaz,Salam?,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3427,2022,4,14,12:00 a 17:59,Tarde,Junio,Sabado,Quich?,Santa Mar?a Nebaj,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
3428,2022,4,6,06:00 a 11:59,Ma?ana,Junio,Sabado,Chimaltenango,El Tejar,Ignorada,Camioneta,Mitsubishi,Gris,2011,2010-2019,Colisi?n
3429,2022,4,0,00:00 a 05:59,Ma?ana,Junio,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
3430,2022,4,20,18:00 a 23:59,Noche,Junio,Sabado,Santa Rosa,Pueblo Nuevo Vi?as,1,Camioneta,Volkswagen,Azul,Ignorado,Ignorado,Colisi?n
3431,2022,5,18,18:00 a 23:59,Noche,Junio,Domingo,Guatemala,Guatemala,3,Camioneta,Toyota,Gris,1999,1990-1999,Colisi?n
3432,2022,5,21,18:00 a 23:59,Noche,Junio,Domingo,Guatemala,Guatemala,1,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Derrape
3433,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Guatemala,Guatemala,6,Motocicleta,Otros,Rojo,2006,2000-2009,Derrape
3434,2022,5,18,18:00 a 23:59,Noche,Junio,Domingo,Guatemala,Santa Catarina Pinula,Ignorada,Autom?vil,Mazda,Gris,2010,2010-2019,Colisi?n
3435,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Guatemala,San Jos? Pinula,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
3436,2022,5,3,00:00 a 05:59,Ma?ana,Junio,Domingo,Guatemala,Guatemala,7,Autom?vil,Jaguar,Corinto,2005,2000-2009,Choque
3437,2022,5,4,00:00 a 05:59,Ma?ana,Junio,Domingo,Guatemala,Villa Nueva,5,Autom?vil,Hyundai,Rojo,2021,2020-2029,Colisi?n
3438,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3439,2022,5,17,12:00 a 17:59,Tarde,Junio,Domingo,Guatemala,Mixco,4,Camioneta,Subaru,Gris,2017,2010-2019,Colisi?n
3440,2022,5,21,18:00 a 23:59,Noche,Junio,Domingo,Guatemala,Mixco,6,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3441,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Jutiapa,Asunci?n Mita,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3442,2022,5,1,00:00 a 05:59,Ma?ana,Junio,Domingo,Jutiapa,El Progreso,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Choque
3443,2022,5,17,12:00 a 17:59,Tarde,Junio,Domingo,Jalapa,Jalapa,Ignorada,Autom?vil,Ignorado,Ignorado,2006,2000-2009,Colisi?n
3444,2022,5,19,18:00 a 23:59,Noche,Junio,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Loncin,Azul,2009,2000-2009,Colisi?n
3445,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Santa Rosa,Barberena,Ignorada,Autom?vil,Ignorado,Beige,Ignorado,Ignorado,Colisi?n
3446,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Suchitep?quez,Mazatenango,Ignorada,Autom?vil,Kia,Rojo,Ignorado,Ignorado,Choque
3447,2022,5,20,18:00 a 23:59,Noche,Junio,Domingo,Retalhuleu,Retalhuleu,4,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisi?n
3448,2022,5,0,00:00 a 05:59,Ma?ana,Junio,Domingo,Quetzaltenango,G?nova,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3449,2022,5,18,18:00 a 23:59,Noche,Junio,Domingo,Quetzaltenango,Coatepeque,Ignorada,Camioneta,Hyundai,Ignorado,Ignorado,Ignorado,Colisi?n
3450,2022,5,18,18:00 a 23:59,Noche,Junio,Domingo,Quetzaltenango,Quetzaltenango,5,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n
3451,2022,5,13,12:00 a 17:59,Tarde,Junio,Domingo,Quetzaltenango,Quetzaltenango,1,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Choque
3452,2022,5,16,12:00 a 17:59,Tarde,Junio,Domingo,Alta Verapaz,Chisec,Ignorada,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Choque
3453,2022,5,18,18:00 a 23:59,Noche,Junio,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
3454,2022,5,2,00:00 a 05:59,Ma?ana,Junio,Domingo,Pet?n,Flores,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n
3455,2022,5,16,12:00 a 17:59,Tarde,Junio,Domingo,Solol?,Solol?,Ignorada,Camioneta,Toyota,Negro,1999,1990-1999,Colisi?n
3456,2022,5,2,00:00 a 05:59,Ma?ana,Junio,Domingo,Chimaltenango,El Tejar,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Derrape
3457,2022,5,3,00:00 a 05:59,Ma?ana,Junio,Domingo,Sacatep?quez,Antigua Guatemala,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3458,2022,5,3,00:00 a 05:59,Ma?ana,Junio,Domingo,Sacatep?quez,Santa Luc?a Milpas Altas,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3459,2022,6,10,06:00 a 11:59,Ma?ana,Junio,Lunes,Guatemala,Guatemala,9,Pick up,Nissan,Blanco,2007,2000-2009,Colisi?n
3460,2022,6,12,12:00 a 17:59,Tarde,Junio,Lunes,Guatemala,Guatemala,9,Autom?vil,Toyota,Blanco,2002,2000-2009,Colisi?n
3461,2022,6,10,06:00 a 11:59,Ma?ana,Junio,Lunes,Guatemala,Guatemala,8,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
3462,2022,6,8,06:00 a 11:59,Ma?ana,Junio,Lunes,Guatemala,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
3463,2022,6,14,12:00 a 17:59,Tarde,Junio,Lunes,Guatemala,Guatemala,11,Camioneta,Kia,Rojo,2011,2010-2019,Colisi?n
3464,2022,6,9,06:00 a 11:59,Ma?ana,Junio,Lunes,Guatemala,Mixco,7,Autom?vil,Honda,Gris,2001,2000-2009,Colisi?n
3465,2022,6,5,00:00 a 05:59,Ma?ana,Junio,Lunes,Jalapa,San Pedro Pinula,Ignorada,Bus urbano,Dinamo,Blanco,1999,1990-1999,Colisi?n
3466,2022,6,21,18:00 a 23:59,Noche,Junio,Lunes,Zacapa,R?o Hondo,Ignorada,Cabezal,Internacional,Azul,2012,2010-2019,Colisi?n
3467,2022,6,0,00:00 a 05:59,Ma?ana,Junio,Lunes,San Marcos,Malacat?n,Ignorada,Autom?vil,Toyota,Rojo,Ignorado,Ignorado,Colisi?n
3468,2022,6,16,12:00 a 17:59,Tarde,Junio,Lunes,El Progreso,Moraz?n,Ignorada,Motocicleta,Hero Hunk,Café,Ignorado,Ignorado,Derrape
3469,2022,6,23,18:00 a 23:59,Noche,Junio,Lunes,Quich?,Joyabaj,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Choque
3470,2022,7,0,00:00 a 05:59,Ma?ana,Junio,Martes,Guatemala,Guatemala,4,Motocicleta,Bajaj,Amarillo,2020,2020-2029,Colisi?n
3471,2022,7,14,12:00 a 17:59,Tarde,Junio,Martes,Escuintla,Masagua,Ignorada,Pick up,Jac,Rojo,Ignorado,Ignorado,Colisi?n
3472,2022,7,20,18:00 a 23:59,Noche,Junio,Martes,Escuintla,Pal?n,Ignorada,Autom?vil,Toyota,Gris,Ignorado,Ignorado,Colisi?n
3473,2022,7,2,00:00 a 05:59,Ma?ana,Junio,Martes,Alta Verapaz,Panz?s,Ignorada,Pick up,Toyota,Gris,2012,2010-2019,Colisi?n
3474,2022,7,11,06:00 a 11:59,Ma?ana,Junio,Martes,Baja Verapaz,San Jer?nimo,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
3475,2022,7,22,18:00 a 23:59,Noche,Junio,Martes,Izabal,El Estor,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
3476,2022,7,23,18:00 a 23:59,Noche,Junio,Martes,Sacatep?quez,Antigua Guatemala,Ignorada,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Choque
3477,2022,8,20,18:00 a 23:59,Noche,Junio,Miercoles,Guatemala,Guatemala,18,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisi?n
3478,2022,8,7,06:00 a 11:59,Ma?ana,Junio,Miercoles,Guatemala,Villa Nueva,5,Camioneta,Honda,Blanco,2016,2010-2019,Colisi?n
3479,2022,8,18,18:00 a 23:59,Noche,Junio,Miercoles,San Marcos,San Pablo,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Choque
3480,2022,8,18,18:00 a 23:59,Noche,Junio,Miercoles,Huehuetenango,Huehuetenango,1,Motocicleta,Suzuki,Rojo,2014,2010-2019,Colisi?n
3481,2022,8,18,18:00 a 23:59,Noche,Junio,Miercoles,Alta Verapaz,Fray Bartolom? de las Casas,Ignorada,Motocicleta,Jialing,Blanco,Ignorado,Ignorado,Derrape
3482,2022,8,18,18:00 a 23:59,Noche,Junio,Miercoles,Izabal,Puerto Barrios,Ignorada,Cabezal,Freightliner,Gris,Ignorado,Ignorado,Colisi?n
3483,2022,8,16,12:00 a 17:59,Tarde,Junio,Miercoles,Pet?n,Flores,18,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n
3484,2022,8,0,00:00 a 05:59,Ma?ana,Junio,Miercoles,Chimaltenango,Parramos,1,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
3485,2022,8,15,12:00 a 17:59,Tarde,Junio,Miercoles,Chimaltenango,San Jos?  Poaqu?l,Ignorada,Cuatrimoto,Bajaj,Ignorado,Ignorado,Ignorado,Derrape
3486,2022,9,6,06:00 a 11:59,Ma?ana,Junio,Jueves,Zacapa,Gual?n,Ignorada,Cabezal,Freightliner,Azul,2005,2000-2009,Colisi?n
3487,2022,9,6,06:00 a 11:59,Ma?ana,Junio,Jueves,Izabal,El Estor,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
