núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5296,2023,26,21,18:00 a 23:59,Noche,Agosto,Sábado,El Progreso,San Cristóbal Acasaguastlán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
5297,2023,26,20,18:00 a 23:59,Noche,Agosto,Sábado,El Progreso,Guastatoya,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Derrape
5298,2023,26,20,18:00 a 23:59,Noche,Agosto,Sábado,Izabal,Puerto Barrios,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
5299,2023,26,8,06:00 a 11:59,Mañana,Agosto,Sábado,Izabal,Livingston,Ignorada,Pick up,Ignorado,Azul,Ignorado,Ignorado,Vuelco
5300,2023,26,20,18:00 a 23:59,Noche,Agosto,Sábado,Petén,Flores,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Derrape
5301,2023,26,20,18:00 a 23:59,Noche,Agosto,Sábado,Petén,San Andrés,Ignorada,Motocicleta,Yamaha,Blanco,Ignorado,Ignorado,Derrape
5302,2023,26,23,18:00 a 23:59,Noche,Agosto,Sábado,Petén,Flores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5303,2023,27,3,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Guatemala,7,Motocicleta,Asia Hero,Rojo,2023,2020-2029,Derrape
5304,2023,27,3,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Guatemala,21,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5305,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Guatemala,12,Camioneta,Honda,Negro,1998,1990-1999,Vuelco
5306,2023,27,1,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Guatemala,3,Motocicleta,Bajaj,Rojo,2010,2010-2019,Derrape
5307,2023,27,14,12:00 a 17:59,Tarde,Agosto,Domingo,Jalapa,Mataquescuintla,Ignorada,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión
5308,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Mixco,6,Camioneta,GMC,Ignorado,2013,2010-2019,Colisión
5309,2023,27,2,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Mixco,7,Motocicleta,Italika,Negro,2021,2020-2029,Derrape
5310,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5311,2023,27,18,18:00 a 23:59,Noche,Agosto,Domingo,Chiquimula,Esquipulas,Ignorada,Motocicleta,Benelli,Ignorado,Ignorado,Ignorado,Colisión
5312,2023,27,13,12:00 a 17:59,Tarde,Agosto,Domingo,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Automóvil,Ignorado,Gris,1988,1980-1989,Colisión
5313,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Izabal,Puerto Barrios,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
5314,2023,27,11,06:00 a 11:59,Mañana,Agosto,Domingo,Guatemala,Guatemala,6,Motocicleta,Haojue,Azul,2023,2020-2029,Colisión
5315,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Huehuetenango,Huehuetenango,11,Motocicleta,Bajaj,Gris,2021,2020-2029,Colisión
5316,2023,27,0,00:00 a 05:59,Mañana,Agosto,Domingo,Huehuetenango,Huehuetenango,11,Motocicleta,Yumbo dakar,Rojo,2015,2010-2019,Colisión
5317,2023,27,1,00:00 a 05:59,Mañana,Agosto,Domingo,Petén,Flores,Ignorada,Camioneta,Hyundai,Negro,2008,2000-2009,Colisión
5318,2023,27,21,18:00 a 23:59,Noche,Agosto,Domingo,Sacatepequez,Ciudad Vieja,Ignorada,Moto taxi,Bajaj,Rojo,2003,2000-2009,Colisión
5319,2023,27,17,12:00 a 17:59,Tarde,Agosto,Domingo,Guatemala,Villa Canales,Ignorada,Camión,Internacional,Blanco,Ignorado,Ignorado,Vuelco
5320,2023,27,19,18:00 a 23:59,Noche,Agosto,Domingo,Guatemala,Villa Nueva,Ignorada,Automóvil,Honda,Gris,2008,2000-2009,Colisión
5321,2023,27,17,12:00 a 17:59,Tarde,Agosto,Domingo,Escuintla,San José,Ignorada,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisión
5322,2023,27,14,12:00 a 17:59,Tarde,Agosto,Domingo,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque
5323,2023,27,18,18:00 a 23:59,Noche,Agosto,Domingo,Quiché,Santa Cruz del Quiché,Ignorada,Camioneta,Honda,Blanco,2004,2000-2009,Colisión
5324,2023,27,10,06:00 a 11:59,Mañana,Agosto,Domingo,Chimaltenango,Chimaltenango,Ignorada,Pick up,Nissan,Gris,2023,2020-2029,Colisión
5325,2023,27,15,12:00 a 17:59,Tarde,Agosto,Domingo,Guatemala,Guatemala,9,Camioneta,Toyota,Rojo,2024,2020-2029,Colisión
5326,2023,27,12,12:00 a 17:59,Tarde,Agosto,Domingo,Santa Rosa,Nueva Santa Rosa,Ignorada,Microbús,Toyota,Azul,2007,2000-2009,Vuelco
5327,2023,27,18,18:00 a 23:59,Noche,Agosto,Domingo,Guatemala,Guatemala,1,Motocicleta,Asia Hero,Negro,2023,2020-2029,Derrape
5328,2023,28,6,06:00 a 11:59,Mañana,Agosto,Lunes,Guatemala,Guatemala,7,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
5329,2023,28,14,12:00 a 17:59,Tarde,Agosto,Lunes,Guatemala,Villa Nueva,12,Motocicleta,TVS Apache,Negro,2023,2020-2029,Derrape
5330,2023,28,4,00:00 a 05:59,Mañana,Agosto,Lunes,Guatemala,Villa Nueva,1,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
5331,2023,28,17,12:00 a 17:59,Tarde,Agosto,Lunes,Guatemala,Mixco,4,Motocicleta,Italika,Gris,Ignorado,Ignorado,Colisión
5332,2023,28,22,18:00 a 23:59,Noche,Agosto,Lunes,Guatemala,San Juan Sacatepéquez,Ignorada,Automóvil,Hyundai,Azul,2001,2000-2009,Colisión
5333,2023,28,0,00:00 a 05:59,Mañana,Agosto,Lunes,Jutiapa,Jutiapa,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
5334,2023,28,9,06:00 a 11:59,Mañana,Agosto,Lunes,Jutiapa,El Progreso,Ignorada,Bus urbano,Toyota,Blanco,Ignorado,Ignorado,Colisión
5335,2023,28,16,12:00 a 17:59,Tarde,Agosto,Lunes,Jutiapa,Jutiapa,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
5336,2023,28,16,12:00 a 17:59,Tarde,Agosto,Lunes,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Bajaj,Corinto,Ignorado,Ignorado,Colisión
5337,2023,28,13,12:00 a 17:59,Tarde,Agosto,Lunes,Suchitepéquez,San Pablo Jocopilas,Ignorada,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión
5338,2023,28,17,12:00 a 17:59,Tarde,Agosto,Lunes,Suchitepéquez,Mazatenango,2,Cuatrimoto,Bajaj,Rojo,Ignorado,Ignorado,Colisión
5339,2023,28,21,18:00 a 23:59,Noche,Agosto,Lunes,Quetzaltenango,Coatepeque,1,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
5340,2023,28,16,12:00 a 17:59,Tarde,Agosto,Lunes,Alta Verapaz,Santa Catalina La Tinta,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
5341,2023,28,2,00:00 a 05:59,Mañana,Agosto,Lunes,Chimaltenango,Chimaltenango,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Vuelco
5342,2023,29,17,12:00 a 17:59,Tarde,Agosto,Martes,Guatemala,Guatemala,1,Camioneta,Toyota,Blanco,2023,2020-2029,Colisión
5343,2023,29,22,18:00 a 23:59,Noche,Agosto,Martes,Guatemala,Guatemala,1,Pick up,Mitsubishi,Blanco,2023,2020-2029,Choque
5344,2023,29,18,18:00 a 23:59,Noche,Agosto,Martes,Guatemala,Guatemala,6,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión
5345,2023,29,12,12:00 a 17:59,Tarde,Agosto,Martes,Guatemala,Guatemala,5,Automóvil,Mazda,Rojo,2012,2010-2019,Colisión
