núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2388,2023,15,2,00:00 a 05:59,Mañana,Abril,Sábado,Chimaltenango,El Tejar,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2389,2023,15,16,12:00 a 17:59,Tarde,Abril,Sábado,Chimaltenango,Comalapa,Ignorada,Motocicleta,Bajaj,Ignorado,2015,2010-2019,Colisión
2390,2023,15,17,12:00 a 17:59,Tarde,Abril,Sábado,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión
2391,2023,16,12,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,9,Bus urbano,Mercedes Benz,Azul,2008,2000-2009,Colisión
2392,2023,16,16,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,8,Automóvil,Toyota,Gris,1990,1990-1999,Colisión
2393,2023,16,17,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,1,Automóvil,Mazda,Verde,2022,2020-2029,Colisión
2394,2023,16,12,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,9,Camioneta,Hyundai,Gris,2002,2000-2009,Colisión
2395,2023,16,16,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,8,Motocicleta,Italika,Negro,2020,2020-2029,Colisión
2396,2023,16,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,1,Motocicleta,Suzuki,Azul,2021,2020-2029,Colisión
2397,2023,16,17,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Guatemala,1,Motocicleta,Asia Hero,Azul,2022,2020-2029,Colisión
2398,2023,16,23,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,18,Motocicleta,Hero Hunk,Rojo,2018,2010-2019,Derrape
2399,2023,16,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,10,Automóvil,Mazda,Corinto,2015,2010-2019,Colisión
2400,2023,16,8,06:00 a 11:59,Mañana,Abril,Domingo,Guatemala,Santa Catarina Pinula,Ignorada,Camioneta,Hyundai,Blanco,2008,2000-2009,Colisión
2401,2023,16,0,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,San José Pinula,Ignorada,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Derrape
2402,2023,16,1,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,12,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2403,2023,16,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,12,Microbús,Hyundai,Azul,2007,2000-2009,Colisión
2404,2023,16,1,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,12,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión
2405,2023,16,2,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2406,2023,16,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,12,Pick up,Ignorado,Azul,Ignorado,Ignorado,Colisión
2407,2023,16,21,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,11,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2408,2023,16,19,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2409,2023,16,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2410,2023,16,14,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Mixco,2,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2411,2023,16,7,06:00 a 11:59,Mañana,Abril,Domingo,Guatemala,Mixco,3,Motocicleta,Asia Hero,Azul,Ignorado,Ignorado,Derrape
2412,2023,16,14,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,Mixco,2,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2413,2023,16,10,06:00 a 11:59,Mañana,Abril,Domingo,Jalapa,Jalapa,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Derrape
2414,2023,16,12,12:00 a 17:59,Tarde,Abril,Domingo,Chiquimula,Ipala,Ignorada,Camioneta,Honda,Ignorado,2010,2010-2019,Colisión
2415,2023,16,7,06:00 a 11:59,Mañana,Abril,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Rojo,2018,2010-2019,Colisión
2416,2023,16,19,18:00 a 23:59,Noche,Abril,Domingo,Escuintla,Sipacate,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Choque
2417,2023,16,7,06:00 a 11:59,Mañana,Abril,Domingo,Escuintla,Escuintla,Ignorada,Pick up,Mahindra,Gris,2020,2020-2029,Colisión
2418,2023,16,14,12:00 a 17:59,Tarde,Abril,Domingo,Santa Rosa,Nueva Santa Rosa,Ignorada,Bus urbano,Ford,Amarillo,Ignorado,Ignorado,Choque
2419,2023,16,18,18:00 a 23:59,Noche,Abril,Domingo,Quetzaltenango,Palestina de los Altos,Ignorada,Camioneta,Toyota,Verde,2005,2000-2009,Colisión
2420,2023,16,2,00:00 a 05:59,Mañana,Abril,Domingo,Izabal,Morales,Ignorada,Camioneta,Mitsubishi,Blanco,Ignorado,Ignorado,Choque
2421,2023,16,8,06:00 a 11:59,Mañana,Abril,Domingo,Sacatepequez,Sumpango,Ignorada,Motocicleta,Kawasaki,Negro,Ignorado,Ignorado,Choque
2422,2023,17,9,06:00 a 11:59,Mañana,Abril,Lunes,Guatemala,Guatemala,1,Motocicleta,Honda,Rojo,2015,2010-2019,Colisión
2423,2023,17,0,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Santa Catarina Pinula,5,Automóvil,Mitsubishi,Gris,2015,2010-2019,Colisión
2424,2023,17,16,12:00 a 17:59,Tarde,Abril,Lunes,Guatemala,San José Pinula,Ignorada,Camión,Freightliner,Azul,1996,1990-1999,Colisión
2425,2023,17,0,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Santa Catarina Pinula,5,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión
2426,2023,17,16,12:00 a 17:59,Tarde,Abril,Lunes,Guatemala,San José Pinula,Ignorada,Motocicleta,Serpento,Blanco,2022,2020-2029,Colisión
2427,2023,17,3,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Fraijanes,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape
2428,2023,17,22,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,12,Motocicleta,Movesa,Negro,2021,2020-2029,Colisión
2429,2023,17,22,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,11,Pick up,Toyota,Blanco,1984,1980-1989,Choque
2430,2023,17,22,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,12,Pick up,Dodge,Gris,2017,2010-2019,Colisión
2431,2023,17,5,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2432,2023,17,0,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Mixco,5,Automóvil,Nissan,Gris,2002,2000-2009,Colisión
2433,2023,17,13,12:00 a 17:59,Tarde,Abril,Lunes,Guatemala,Mixco,3,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisión
2434,2023,17,13,12:00 a 17:59,Tarde,Abril,Lunes,Guatemala,Mixco,3,Camioneta,Nissan,Negro,Ignorado,Ignorado,Colisión
2435,2023,17,0,00:00 a 05:59,Mañana,Abril,Lunes,Guatemala,Mixco,5,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
2436,2023,17,7,06:00 a 11:59,Mañana,Abril,Lunes,Jutiapa,Pasaco,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Derrape
2437,2023,17,6,06:00 a 11:59,Mañana,Abril,Lunes,Jutiapa,Agua Blanca,Ignorada,Pick up,Toyota,Beige,Ignorado,Ignorado,Embarrancó
2438,2023,17,2,00:00 a 05:59,Mañana,Abril,Lunes,Chiquimula,Esquipulas,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión
2439,2023,17,1,00:00 a 05:59,Mañana,Abril,Lunes,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2440,2023,17,6,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
2441,2023,17,0,00:00 a 05:59,Mañana,Abril,Lunes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Freedom,Rojo,2023,2020-2029,Colisión
2442,2023,17,18,18:00 a 23:59,Noche,Abril,Lunes,San Marcos,San Marcos,Ignorada,Microbús,Ignorado,Verde,Ignorado,Ignorado,Vuelco
2443,2023,17,21,18:00 a 23:59,Noche,Abril,Lunes,Huehuetenango,Huehuetenango,1,Automóvil,Honda,Gris,2006,2000-2009,Colisión
2444,2023,17,21,18:00 a 23:59,Noche,Abril,Lunes,Izabal,Livingston,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
2445,2023,17,7,06:00 a 11:59,Mañana,Abril,Lunes,Izabal,Los Amates,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
2446,2023,17,21,18:00 a 23:59,Noche,Abril,Lunes,Izabal,Livingston,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión
2447,2023,17,7,06:00 a 11:59,Mañana,Abril,Lunes,Izabal,Los Amates,Ignorada,Pick up,Toyota,Amarillo,2006,2000-2009,Colisión
2448,2023,17,18,18:00 a 23:59,Noche,Abril,Lunes,Chimaltenango,Acatenango,Ignorada,Motocicleta,Honda,Rojo,2014,2010-2019,Colisión
2449,2023,17,17,12:00 a 17:59,Tarde,Abril,Lunes,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Suzuki,Anaranjado,Ignorado,Ignorado,Choque
2450,2023,18,7,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Guatemala,1,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2451,2023,18,15,12:00 a 17:59,Tarde,Abril,Martes,Guatemala,San José Pinula,Ignorada,Automóvil,Toyota,Corinto,2019,2010-2019,Colisión
2452,2023,18,21,18:00 a 23:59,Noche,Abril,Martes,Guatemala,San José Pinula,Ignorada,Automóvil,Mazda,Azul,1994,1990-1999,Colisión
2453,2023,18,22,18:00 a 23:59,Noche,Abril,Martes,Guatemala,San José Pinula,Ignorada,Automóvil,Mitsubishi,Rojo,2012,2010-2019,Colisión
2454,2023,18,0,00:00 a 05:59,Mañana,Abril,Martes,Guatemala,Guatemala,15,Camioneta,Nissan,Azul,2019,2010-2019,Colisión
2455,2023,18,21,18:00 a 23:59,Noche,Abril,Martes,Guatemala,San José Pinula,Ignorada,Camioneta,BMW,Corinto,2010,2010-2019,Colisión
2456,2023,18,0,00:00 a 05:59,Mañana,Abril,Martes,Guatemala,Guatemala,15,Motocicleta,Honda,Negro,2014,2010-2019,Colisión
2457,2023,18,15,12:00 a 17:59,Tarde,Abril,Martes,Guatemala,San José Pinula,Ignorada,Motocicleta,Yamaha,Rojo,2017,2010-2019,Colisión
2458,2023,18,22,18:00 a 23:59,Noche,Abril,Martes,Guatemala,San José Pinula,Ignorada,Motocicleta,Serpento,Rojo,2017,2010-2019,Colisión
2459,2023,18,20,18:00 a 23:59,Noche,Abril,Martes,Guatemala,Villa Canales,2,Camioneta,Kia,Ignorado,Ignorado,Ignorado,Colisión
2460,2023,18,8,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Villa Canales,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
2461,2023,18,20,18:00 a 23:59,Noche,Abril,Martes,Guatemala,Villa Canales,2,Motocicleta,Genesis,Ignorado,Ignorado,Ignorado,Colisión
2462,2023,18,13,12:00 a 17:59,Tarde,Abril,Martes,Escuintla,Escuintla,1,Motocicleta,Hero Hunk,Azul,2001,2000-2009,Colisión
2463,2023,18,13,12:00 a 17:59,Tarde,Abril,Martes,Escuintla,Masagua,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2464,2023,18,13,12:00 a 17:59,Tarde,Abril,Martes,Escuintla,Escuintla,1,Pick up,Mitsubishi,Gris,2004,2000-2009,Colisión
2465,2023,18,17,12:00 a 17:59,Tarde,Abril,Martes,Santa Rosa,Santa Rosa de Lima,Ignorada,Camión,Internacional,Blanco,1994,1990-1999,Colisión
2466,2023,18,14,12:00 a 17:59,Tarde,Abril,Martes,El Progreso,San Agustín Acasaguastlán,Ignorada,Pick up,Toyota,Blanco,Ignorado,Ignorado,Choque
2467,2023,18,22,18:00 a 23:59,Noche,Abril,Martes,Sololá,Sololá,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2468,2023,18,9,06:00 a 11:59,Mañana,Abril,Martes,Sololá,Sololá,Ignorada,Microbús,Toyota,Ignorado,Ignorado,Ignorado,Colisión
2469,2023,18,22,18:00 a 23:59,Noche,Abril,Martes,Sololá,Sololá,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2470,2023,18,8,06:00 a 11:59,Mañana,Abril,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2471,2023,19,16,12:00 a 17:59,Tarde,Abril,Miércoles,Guatemala,Guatemala,2,Bus urbano,Internacional,Blanco,1996,1990-1999,Colisión
2472,2023,19,19,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Guatemala,18,Automóvil,Mazda,Blanco,1997,1990-1999,Colisión
2473,2023,19,11,06:00 a 11:59,Mañana,Abril,Miércoles,Escuintla,Palín,Ignorada,Automóvil,Kia,Beige,2014,2010-2019,Choque
2474,2023,19,12,12:00 a 17:59,Tarde,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2475,2023,19,16,12:00 a 17:59,Tarde,Abril,Miércoles,Escuintla,Palín,Ignorada,Motocicleta,Harley Davidson,Azul,Ignorado,Ignorado,Derrape
2476,2023,19,23,18:00 a 23:59,Noche,Abril,Miércoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Asia Hero,Azul,Ignorado,Ignorado,Derrape
2477,2023,19,16,12:00 a 17:59,Tarde,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
2478,2023,19,19,18:00 a 23:59,Noche,Abril,Miércoles,Suchitepéquez,San Juan Bautista,Ignorada,Cabezal,Freightliner,Blanco,2006,2000-2009,Colisión
2479,2023,19,16,12:00 a 17:59,Tarde,Abril,Miércoles,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Camión,Isuzu,Blanco,Ignorado,Ignorado,Colisión
2480,2023,19,2,00:00 a 05:59,Mañana,Abril,Miércoles,Baja Verapaz,San Jerónimo,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2481,2023,19,2,00:00 a 05:59,Mañana,Abril,Miércoles,Baja Verapaz,San Jerónimo,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2482,2023,19,13,12:00 a 17:59,Tarde,Abril,Miércoles,Izabal,Puerto Barrios,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión
2483,2023,19,18,18:00 a 23:59,Noche,Abril,Miércoles,Izabal,Puerto Barrios,Ignorada,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Colisión
2484,2023,19,13,12:00 a 17:59,Tarde,Abril,Miércoles,Izabal,Puerto Barrios,Ignorada,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión
2485,2023,19,18,18:00 a 23:59,Noche,Abril,Miércoles,Izabal,Puerto Barrios,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisión
2486,2023,19,0,00:00 a 05:59,Mañana,Abril,Miércoles,Sololá,Nahualá,Ignorada,Cabezal,Freightliner,Blanco,2004,2000-2009,Colisión
2487,2023,19,17,12:00 a 17:59,Tarde,Abril,Miércoles,Chimaltenango,Chimaltenango,Ignorada,Bus urbano,Hyundai,Beige,2002,2000-2009,Colisión
2488,2023,20,16,12:00 a 17:59,Tarde,Abril,Jueves,Guatemala,Guatemala,Ignorada,Camioneta,Audi,Azul,2000,2000-2009,Colisión
2489,2023,20,7,06:00 a 11:59,Mañana,Abril,Jueves,Guatemala,Guatemala,25,Bus urbano,Internacional,Azul,1996,1990-1999,Colisión
2490,2023,20,23,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Guatemala,11,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape
2491,2023,20,18,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Mixco,6,Camioneta,Honda,Corinto,2008,2000-2009,Colisión
2492,2023,20,16,12:00 a 17:59,Tarde,Abril,Jueves,Chiquimula,Chiquimula,Ignorada,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Colisión
2493,2023,20,2,00:00 a 05:59,Mañana,Abril,Jueves,Santa Rosa,Santa María Ixhuatán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2494,2023,20,23,18:00 a 23:59,Noche,Abril,Jueves,Santa Rosa,Chiquimulilla,Ignorada,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión
2495,2023,20,21,18:00 a 23:59,Noche,Abril,Jueves,Alta Verapaz,Cobán,Ignorada,Automóvil,Mazda,Ignorado,Ignorado,Ignorado,Colisión
2496,2023,20,15,12:00 a 17:59,Tarde,Abril,Jueves,Petén,Flores,Ignorada,Automóvil,Kia,Corinto,Ignorado,Ignorado,Colisión
2497,2023,20,8,06:00 a 11:59,Mañana,Abril,Jueves,Petén,Flores,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
2498,2023,20,19,18:00 a 23:59,Noche,Abril,Jueves,Petén,Santa Ana,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2499,2023,20,7,06:00 a 11:59,Mañana,Abril,Jueves,Chimaltenango,Chimaltenango,Ignorada,Automóvil,Toyota,Rojo,2001,2000-2009,Colisión
2500,2023,20,0,00:00 a 05:59,Mañana,Abril,Jueves,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Honda,Ignorado,2019,2010-2019,Choque
2501,2023,20,0,00:00 a 05:59,Mañana,Abril,Jueves,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Honda,Rojo,2019,2010-2019,Colisión
2502,2023,21,22,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Guatemala,1,Motocicleta,Honda,Negro,2022,2020-2029,Colisión
2503,2023,21,17,12:00 a 17:59,Tarde,Abril,Viernes,Guatemala,Guatemala,18,Bus urbano,Hyundai,Amarillo,2002,2000-2009,Colisión
2504,2023,21,9,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,18,Motocicleta,Haojue,Negro,2021,2020-2029,Colisión
2505,2023,21,17,12:00 a 17:59,Tarde,Abril,Viernes,Guatemala,Guatemala,18,Motocicleta,Asia Hero,Gris,2017,2010-2019,Colisión
2506,2023,21,9,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,18,Pick up,Dodge,Café,1985,1980-1989,Colisión
2507,2023,21,19,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Guatemala,10,Automóvil,Mitsubishi,Blanco,2015,2010-2019,Colisión
2508,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Guatemala,13,Automóvil,Toyota,Blanco,2008,2000-2009,Colisión
2509,2023,21,19,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Guatemala,10,Motocicleta,Honda,Rojo,2011,2010-2019,Colisión
2510,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2511,2023,21,8,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,11,Grúa,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2512,2023,21,8,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,11,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Colisión
2513,2023,21,8,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,11,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2514,2023,21,6,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2515,2023,21,19,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión
2516,2023,21,3,00:00 a 05:59,Mañana,Abril,Viernes,Guatemala,Mixco,8,Motocicleta,Hero Hunk,Rojo,2023,2020-2029,Colisión
2517,2023,21,6,06:00 a 11:59,Mañana,Abril,Viernes,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque
2518,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2519,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Cabezal,Internacional,Blanco,2006,2000-2009,Colisión
2520,2023,21,0,00:00 a 05:59,Mañana,Abril,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión
2521,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Camión,Isuzu,Blanco,Ignorado,Ignorado,Colisión
2522,2023,21,0,00:00 a 05:59,Mañana,Abril,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Pick up,Mazda,Blanco,2021,2020-2029,Colisión
2523,2023,21,21,18:00 a 23:59,Noche,Abril,Viernes,Retalhuleu,Retalhuleu,8,Camión,Ignorado,Blanco,2023,2020-2029,Colisión
2524,2023,21,3,00:00 a 05:59,Mañana,Abril,Viernes,Quetzaltenango,Colomba,8,Automóvil,Kia,Gris,Ignorado,Ignorado,Colisión
2525,2023,21,3,00:00 a 05:59,Mañana,Abril,Viernes,Quetzaltenango,Colomba,8,Camión,Internacional,Blanco,1997,1990-1999,Colisión
2526,2023,21,22,18:00 a 23:59,Noche,Abril,Viernes,Petén,Poptún,Ignorada,Cabezal,Freightliner,Gris,Ignorado,Ignorado,Colisión
2527,2023,21,23,18:00 a 23:59,Noche,Abril,Viernes,Quiché,Chiché,Ignorada,Camión,Ignorado,Amarillo,Ignorado,Ignorado,Colisión
2528,2023,21,20,18:00 a 23:59,Noche,Abril,Viernes,Sacatepequez,Sumpango,8,Cabezal,Volkswagen,Blanco,2023,2020-2029,Colisión
2529,2023,22,1,00:00 a 05:59,Mañana,Abril,Sábado,Guatemala,Guatemala,1,Automóvil,Mazda,Gris,2013,2010-2019,Colisión
2530,2023,22,8,06:00 a 11:59,Mañana,Abril,Sábado,Guatemala,Guatemala,1,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión
2531,2023,22,1,00:00 a 05:59,Mañana,Abril,Sábado,Guatemala,Guatemala,1,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
2532,2023,22,8,06:00 a 11:59,Mañana,Abril,Sábado,Guatemala,Guatemala,1,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión
2533,2023,22,5,00:00 a 05:59,Mañana,Abril,Sábado,Guatemala,Guatemala,18,Microbús,Mazda,Gris,2007,2000-2009,Colisión
2534,2023,22,7,06:00 a 11:59,Mañana,Abril,Sábado,Guatemala,Guatemala,10,Automóvil,Mazda,Blanco,Ignorado,Ignorado,Vuelco
2535,2023,22,23,18:00 a 23:59,Noche,Abril,Sábado,Guatemala,Guatemala,13,Motocicleta,TVS Apache,Negro,2020,2020-2029,Choque
2536,2023,22,6,06:00 a 11:59,Mañana,Abril,Sábado,Guatemala,Guatemala,12,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque
2537,2023,22,15,12:00 a 17:59,Tarde,Abril,Sábado,Guatemala,Guatemala,12,Pick up,Mitsubishi,Gris,2004,2000-2009,Colisión
2538,2023,22,14,12:00 a 17:59,Tarde,Abril,Sábado,Guatemala,Villa Nueva,6,Automóvil,Volkswagen,Negro,2014,2010-2019,Colisión
2539,2023,22,14,12:00 a 17:59,Tarde,Abril,Sábado,Chiquimula,Chiquimula,Ignorada,Bus urbano,Toyota,Blanco,2006,2000-2009,Colisión
2540,2023,22,3,00:00 a 05:59,Mañana,Abril,Sábado,Escuintla,San José,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
2541,2023,22,13,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Escuintla,Ignorada,Camión,Internacional,Amarillo,Ignorado,Ignorado,Derrape
2542,2023,22,9,06:00 a 11:59,Mañana,Abril,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Camioneta,Toyota,Verde,1996,1990-1999,Colisión
2543,2023,22,3,00:00 a 05:59,Mañana,Abril,Sábado,Escuintla,San José,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión
2544,2023,22,9,06:00 a 11:59,Mañana,Abril,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión
2545,2023,22,13,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2546,2023,22,13,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
2547,2023,22,22,18:00 a 23:59,Noche,Abril,Sábado,Santa Rosa,Cuilapa,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2548,2023,22,22,18:00 a 23:59,Noche,Abril,Sábado,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
2549,2023,22,19,18:00 a 23:59,Noche,Abril,Sábado,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
2550,2023,22,14,12:00 a 17:59,Tarde,Abril,Sábado,Totonicapán,Totonicapán,Ignorada,Camioneta,Ignorado,Negro,Ignorado,Ignorado,Colisión
2551,2023,22,14,12:00 a 17:59,Tarde,Abril,Sábado,Totonicapán,Totonicapán,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
2552,2023,22,11,06:00 a 11:59,Mañana,Abril,Sábado,Alta Verapaz,Cobán,Ignorada,Pick up,Toyota,Beige,1986,1980-1989,Vuelco
