num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_2,mayor_menor,tipo_veh,color_veh,modelo_veh,causa_acc,marca_veh,g_edad,fallecidos_lesionados,otro_g_edad_fall_les,anio
7980.0,5.0,8.0,1.0,16.0,3.0,16.0,1601.0,2.0,0.0,2.0,6.0,3.0,2.0,1.0,3.0,3.0,5.0,17.0,1.0,2.0,2.0,2013
7981.0,5.0,8.0,1.0,23.0,4.0,18.0,1801.0,2.0,0.0,2.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
7982.0,5.0,8.0,1.0,21.0,4.0,4.0,401.0,2.0,0.0,1.0,34.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
7983.0,5.0,8.0,1.0,20.0,4.0,4.0,401.0,2.0,0.0,1.0,34.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,2.0,4.0,2013
7984.0,6.0,8.0,2.0,21.0,4.0,1.0,101.0,1.0,1.0,1.0,24.0,4.0,1.0,3.0,11.0,2.0,5.0,44.0,3.0,2.0,3.0,2013
7985.0,6.0,8.0,2.0,14.0,3.0,20.0,2001.0,2.0,0.0,1.0,8.0,3.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
7986.0,6.0,8.0,2.0,16.0,3.0,12.0,1201.0,2.0,0.0,1.0,8.0,3.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
7987.0,6.0,8.0,2.0,11.0,2.0,17.0,1701.0,2.0,0.0,2.0,16.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
7988.0,7.0,8.0,3.0,10.0,2.0,1.0,103.0,2.0,0.0,2.0,9.0,3.0,2.0,12.0,3.0,4.0,5.0,22.0,1.0,2.0,2.0,2013
7989.0,7.0,8.0,3.0,15.0,3.0,9.0,920.0,2.0,0.0,2.0,20.0,4.0,1.0,1.0,6.0,3.0,5.0,99.0,3.0,2.0,3.0,2013
7990.0,7.0,8.0,3.0,16.0,3.0,9.0,921.0,2.0,0.0,1.0,4.0,2.0,2.0,3.0,4.0,6.0,5.0,37.0,1.0,2.0,1.0,2013
7991.0,7.0,8.0,3.0,12.0,3.0,13.0,1302.0,2.0,0.0,2.0,19.0,4.0,1.0,4.0,1.0,6.0,5.0,35.0,2.0,2.0,3.0,2013
7992.0,7.0,8.0,3.0,0.0,1.0,16.0,1610.0,2.0,0.0,1.0,26.0,5.0,1.0,4.0,5.0,6.0,5.0,21.0,4.0,2.0,3.0,2013
7993.0,7.0,8.0,3.0,17.0,3.0,16.0,1605.0,2.0,0.0,1.0,8.0,3.0,2.0,9.0,4.0,4.0,5.0,37.0,1.0,2.0,2.0,2013
7994.0,8.0,8.0,4.0,17.0,3.0,19.0,1904.0,2.0,0.0,1.0,17.0,4.0,2.0,1.0,4.0,5.0,5.0,30.0,2.0,2.0,3.0,2013
7995.0,8.0,8.0,4.0,14.0,3.0,11.0,1103.0,2.0,0.0,1.0,9.0,3.0,2.0,9.0,3.0,4.0,5.0,44.0,1.0,2.0,2.0,2013
7996.0,8.0,8.0,4.0,21.0,4.0,9.0,901.0,1.0,3.0,2.0,25.0,5.0,1.0,1.0,1.0,6.0,5.0,99.0,4.0,2.0,3.0,2013
7997.0,8.0,8.0,4.0,0.0,1.0,17.0,1710.0,2.0,0.0,1.0,24.0,4.0,1.0,3.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
7998.0,8.0,8.0,4.0,0.0,1.0,17.0,1710.0,2.0,0.0,1.0,18.0,4.0,1.0,3.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
7999.0,8.0,8.0,4.0,10.0,2.0,1.0,101.0,1.0,1.0,1.0,22.0,4.0,1.0,3.0,2.0,6.0,5.0,44.0,3.0,2.0,3.0,2013
8000.0,8.0,8.0,4.0,10.0,2.0,1.0,101.0,1.0,1.0,2.0,23.0,4.0,1.0,3.0,2.0,6.0,5.0,44.0,3.0,2.0,3.0,2013
8001.0,8.0,8.0,4.0,10.0,2.0,1.0,101.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,5.0,44.0,1.0,2.0,1.0,2013
8002.0,9.0,8.0,5.0,9.0,2.0,1.0,101.0,1.0,11.0,2.0,30.0,5.0,1.0,1.0,2.0,6.0,5.0,5.0,5.0,2.0,4.0,2013
8003.0,9.0,8.0,5.0,12.0,3.0,1.0,101.0,1.0,7.0,1.0,22.0,4.0,1.0,1.0,8.0,6.0,5.0,44.0,3.0,2.0,3.0,2013
8004.0,9.0,8.0,5.0,12.0,3.0,17.0,1703.0,1.0,0.0,2.0,18.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,2013
8005.0,9.0,8.0,5.0,6.0,2.0,22.0,2214.0,2.0,0.0,1.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8006.0,9.0,8.0,5.0,10.0,2.0,4.0,401.0,2.0,0.0,1.0,63.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,6.0,2013
8007.0,10.0,8.0,6.0,0.0,1.0,1.0,101.0,1.0,6.0,1.0,17.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8008.0,10.0,8.0,6.0,0.0,1.0,1.0,101.0,1.0,6.0,1.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,2.0,4.0,2013
8009.0,10.0,8.0,6.0,0.0,1.0,1.0,101.0,1.0,6.0,1.0,31.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,2.0,4.0,2013
8010.0,10.0,8.0,6.0,22.0,4.0,1.0,101.0,1.0,11.0,1.0,50.0,7.0,1.0,3.0,99.0,6.0,5.0,99.0,9.0,1.0,5.0,2013
8011.0,10.0,8.0,6.0,7.0,2.0,1.0,108.0,1.0,6.0,1.0,18.0,4.0,1.0,12.0,99.0,3.0,5.0,22.0,2.0,1.0,3.0,2013
8012.0,10.0,8.0,6.0,20.0,4.0,1.0,108.0,1.0,3.0,1.0,34.0,5.0,1.0,3.0,1.0,6.0,5.0,13.0,5.0,1.0,4.0,2013
8013.0,10.0,8.0,6.0,20.0,4.0,10.0,1010.0,2.0,0.0,1.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8014.0,10.0,8.0,6.0,7.0,2.0,12.0,1218.0,2.0,0.0,2.0,6.0,3.0,2.0,5.0,2.0,6.0,5.0,23.0,1.0,1.0,2.0,2013
8015.0,10.0,8.0,6.0,10.0,2.0,12.0,1215.0,2.0,0.0,1.0,6.0,3.0,2.0,10.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
8016.0,10.0,8.0,6.0,13.0,3.0,8.0,802.0,2.0,0.0,2.0,25.0,5.0,1.0,3.0,4.0,6.0,5.0,44.0,4.0,2.0,3.0,2013
8017.0,10.0,8.0,6.0,21.0,4.0,7.0,701.0,2.0,0.0,1.0,40.0,6.0,1.0,3.0,99.0,6.0,5.0,99.0,7.0,1.0,4.0,2013
8018.0,11.0,8.0,7.0,23.0,4.0,1.0,101.0,1.0,5.0,2.0,45.0,6.0,1.0,10.0,2.0,6.0,5.0,20.0,8.0,2.0,5.0,2013
8019.0,11.0,8.0,7.0,23.0,4.0,1.0,101.0,1.0,5.0,1.0,8.0,3.0,2.0,10.0,2.0,6.0,5.0,20.0,1.0,2.0,2.0,2013
8020.0,11.0,8.0,7.0,23.0,4.0,1.0,101.0,1.0,5.0,1.0,14.0,4.0,2.0,10.0,2.0,6.0,5.0,20.0,1.0,2.0,2.0,2013
8021.0,11.0,8.0,7.0,17.0,3.0,1.0,116.0,2.0,0.0,1.0,35.0,5.0,1.0,7.0,6.0,6.0,5.0,99.0,6.0,1.0,4.0,2013
8022.0,11.0,8.0,7.0,20.0,4.0,20.0,2001.0,2.0,0.0,1.0,61.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,6.0,2013
8023.0,11.0,8.0,7.0,15.0,3.0,20.0,2001.0,2.0,0.0,2.0,22.0,4.0,1.0,3.0,4.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8024.0,11.0,8.0,7.0,15.0,3.0,20.0,2001.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,5.0,99.0,1.0,2.0,1.0,2013
8025.0,11.0,8.0,7.0,14.0,3.0,10.0,1006.0,2.0,0.0,1.0,8.0,3.0,2.0,4.0,5.0,6.0,5.0,2.0,1.0,2.0,2.0,2013
8026.0,11.0,8.0,7.0,19.0,4.0,12.0,1201.0,2.0,0.0,1.0,6.0,3.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,1.0,2.0,2013
8027.0,11.0,8.0,7.0,5.0,1.0,18.0,1805.0,2.0,0.0,1.0,34.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8028.0,11.0,8.0,7.0,8.0,2.0,17.0,1703.0,2.0,0.0,1.0,32.0,5.0,1.0,4.0,5.0,6.0,5.0,2.0,5.0,2.0,4.0,2013
8029.0,12.0,8.0,1.0,10.0,2.0,1.0,110.0,2.0,0.0,1.0,4.0,2.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,1.0,1.0,2013
8030.0,12.0,8.0,1.0,5.0,1.0,10.0,1010.0,2.0,0.0,1.0,60.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,1.0,6.0,2013
8031.0,13.0,8.0,2.0,17.0,3.0,1.0,101.0,1.0,1.0,2.0,75.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,7.0,2013
8032.0,13.0,8.0,2.0,7.0,2.0,1.0,101.0,1.0,1.0,2.0,75.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,7.0,2013
8033.0,13.0,8.0,2.0,7.0,2.0,1.0,102.0,2.0,0.0,1.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8034.0,13.0,8.0,2.0,18.0,4.0,20.0,2005.0,2.0,0.0,1.0,19.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8035.0,13.0,8.0,2.0,18.0,4.0,20.0,2005.0,2.0,0.0,2.0,20.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8036.0,13.0,8.0,2.0,14.0,3.0,17.0,1703.0,2.0,0.0,1.0,5.0,3.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
8037.0,13.0,8.0,2.0,18.0,4.0,7.0,701.0,2.0,0.0,1.0,38.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,6.0,1.0,4.0,2013
8038.0,14.0,8.0,3.0,16.0,3.0,1.0,101.0,1.0,3.0,1.0,40.0,6.0,1.0,4.0,99.0,6.0,5.0,24.0,7.0,2.0,4.0,2013
8039.0,14.0,8.0,3.0,23.0,4.0,1.0,101.0,1.0,1.0,1.0,21.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,3.0,1.0,3.0,2013
8040.0,14.0,8.0,3.0,22.0,4.0,1.0,101.0,1.0,7.0,1.0,37.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,6.0,1.0,4.0,2013
8041.0,14.0,8.0,3.0,18.0,4.0,20.0,2005.0,2.0,0.0,1.0,19.0,4.0,1.0,4.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8042.0,14.0,8.0,3.0,18.0,4.0,20.0,2005.0,2.0,0.0,1.0,20.0,4.0,1.0,4.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8043.0,14.0,8.0,3.0,17.0,3.0,10.0,1008.0,2.0,0.0,2.0,6.0,3.0,2.0,14.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
8044.0,14.0,8.0,3.0,14.0,3.0,9.0,920.0,2.0,0.0,2.0,15.0,4.0,2.0,5.0,14.0,6.0,5.0,99.0,2.0,1.0,3.0,2013
8045.0,14.0,8.0,3.0,19.0,4.0,8.0,802.0,2.0,0.0,1.0,51.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,9.0,2.0,5.0,2013
8046.0,14.0,8.0,3.0,19.0,4.0,8.0,802.0,2.0,0.0,2.0,52.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,9.0,2.0,5.0,2013
8047.0,14.0,8.0,3.0,16.0,3.0,17.0,1712.0,2.0,0.0,1.0,72.0,8.0,1.0,18.0,99.0,6.0,5.0,99.0,10.0,1.0,7.0,2013
8048.0,15.0,8.0,4.0,21.0,4.0,1.0,102.0,2.0,0.0,1.0,50.0,7.0,1.0,1.0,99.0,6.0,5.0,99.0,9.0,1.0,5.0,2013
8049.0,15.0,8.0,4.0,21.0,4.0,1.0,113.0,2.0,0.0,1.0,56.0,7.0,1.0,1.0,99.0,6.0,5.0,99.0,10.0,1.0,5.0,2013
8050.0,15.0,8.0,4.0,22.0,4.0,20.0,2001.0,2.0,0.0,1.0,23.0,4.0,1.0,1.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8051.0,15.0,8.0,4.0,14.0,3.0,6.0,602.0,2.0,0.0,2.0,50.0,7.0,1.0,3.0,5.0,6.0,5.0,34.0,9.0,2.0,5.0,2013
8052.0,15.0,8.0,4.0,20.0,4.0,18.0,1801.0,2.0,0.0,1.0,23.0,4.0,1.0,6.0,6.0,2.0,5.0,99.0,3.0,2.0,3.0,2013
8053.0,15.0,8.0,4.0,22.0,4.0,4.0,401.0,2.0,0.0,1.0,38.0,5.0,1.0,1.0,99.0,6.0,5.0,99.0,6.0,2.0,4.0,2013
8054.0,16.0,8.0,5.0,17.0,3.0,1.0,105.0,2.0,0.0,2.0,40.0,6.0,1.0,11.0,2.0,6.0,5.0,34.0,7.0,1.0,4.0,2013
8055.0,16.0,8.0,5.0,11.0,2.0,1.0,101.0,1.0,12.0,1.0,14.0,4.0,2.0,5.0,2.0,6.0,5.0,19.0,1.0,2.0,2.0,2013
8056.0,16.0,8.0,5.0,0.0,1.0,1.0,108.0,1.0,6.0,2.0,24.0,4.0,1.0,1.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8057.0,16.0,8.0,5.0,18.0,4.0,20.0,2001.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,99.0,6.0,5.0,99.0,1.0,2.0,1.0,2013
8058.0,16.0,8.0,5.0,22.0,4.0,6.0,601.0,2.0,0.0,1.0,999.0,9.0,1.0,1.0,99.0,6.0,5.0,99.0,11.0,1.0,8.0,2013
8059.0,16.0,8.0,5.0,17.0,3.0,11.0,1102.0,2.0,0.0,2.0,23.0,4.0,1.0,3.0,5.0,4.0,5.0,44.0,3.0,2.0,3.0,2013
8060.0,16.0,8.0,5.0,21.0,4.0,11.0,1101.0,2.0,0.0,1.0,27.0,5.0,1.0,4.0,5.0,6.0,5.0,2.0,4.0,1.0,3.0,2013
8061.0,17.0,8.0,6.0,20.0,4.0,22.0,2214.0,2.0,0.0,1.0,9.0,3.0,2.0,2.0,2.0,6.0,5.0,44.0,1.0,2.0,2.0,2013
8062.0,17.0,8.0,6.0,11.0,2.0,22.0,2205.0,2.0,0.0,1.0,28.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,4.0,1.0,3.0,2013
8063.0,17.0,8.0,6.0,8.0,2.0,10.0,1004.0,2.0,0.0,1.0,14.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,1.0,2.0,2013
8064.0,17.0,8.0,6.0,17.0,3.0,9.0,901.0,1.0,3.0,2.0,19.0,4.0,1.0,3.0,9.0,6.0,5.0,44.0,2.0,2.0,3.0,2013
8065.0,18.0,8.0,7.0,12.0,3.0,1.0,101.0,1.0,5.0,1.0,26.0,5.0,1.0,1.0,4.0,6.0,5.0,5.0,4.0,2.0,3.0,2013
8066.0,18.0,8.0,7.0,11.0,2.0,1.0,101.0,1.0,12.0,1.0,6.0,3.0,2.0,2.0,3.0,6.0,5.0,13.0,1.0,2.0,2.0,2013
8067.0,18.0,8.0,7.0,19.0,4.0,1.0,115.0,1.0,12.0,1.0,32.0,5.0,1.0,7.0,7.0,6.0,5.0,22.0,5.0,2.0,4.0,2013
8068.0,18.0,8.0,7.0,17.0,3.0,6.0,601.0,2.0,0.0,1.0,66.0,8.0,1.0,1.0,4.0,3.0,5.0,32.0,10.0,2.0,6.0,2013
8069.0,18.0,8.0,7.0,17.0,3.0,12.0,1226.0,2.0,0.0,2.0,18.0,4.0,1.0,4.0,1.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8070.0,18.0,8.0,7.0,20.0,4.0,4.0,406.0,2.0,0.0,1.0,31.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8071.0,19.0,8.0,1.0,22.0,4.0,1.0,102.0,2.0,0.0,1.0,22.0,4.0,1.0,4.0,5.0,5.0,5.0,21.0,3.0,2.0,3.0,2013
8072.0,19.0,8.0,1.0,8.0,2.0,5.0,508.0,2.0,0.0,1.0,50.0,7.0,1.0,5.0,99.0,6.0,5.0,99.0,9.0,1.0,5.0,2013
8073.0,19.0,8.0,1.0,22.0,4.0,12.0,1201.0,2.0,0.0,1.0,18.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8074.0,19.0,8.0,1.0,2.0,1.0,13.0,1327.0,2.0,0.0,1.0,30.0,5.0,1.0,4.0,14.0,6.0,5.0,21.0,5.0,2.0,4.0,2013
8075.0,19.0,8.0,1.0,2.0,1.0,13.0,1327.0,2.0,0.0,1.0,17.0,4.0,2.0,4.0,14.0,6.0,5.0,21.0,2.0,2.0,3.0,2013
8076.0,19.0,8.0,1.0,13.0,3.0,16.0,1604.0,1.0,1.0,1.0,19.0,4.0,1.0,3.0,2.0,6.0,5.0,44.0,2.0,2.0,3.0,2013
8077.0,19.0,8.0,1.0,15.0,3.0,18.0,1805.0,2.0,0.0,1.0,68.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,1.0,6.0,2013
8078.0,19.0,8.0,1.0,17.0,3.0,17.0,1712.0,2.0,0.0,1.0,24.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,3.0,2.0,3.0,2013
8079.0,20.0,8.0,2.0,8.0,2.0,1.0,101.0,1.0,8.0,2.0,34.0,5.0,1.0,12.0,99.0,6.0,5.0,99.0,5.0,2.0,4.0,2013
8080.0,20.0,8.0,2.0,19.0,4.0,1.0,101.0,1.0,6.0,2.0,50.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,9.0,2.0,5.0,2013
8081.0,20.0,8.0,2.0,18.0,4.0,1.0,101.0,1.0,7.0,2.0,16.0,4.0,2.0,4.0,4.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8082.0,20.0,8.0,2.0,8.0,2.0,6.0,601.0,2.0,0.0,1.0,67.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,6.0,2013
8083.0,20.0,8.0,2.0,19.0,4.0,10.0,1014.0,2.0,0.0,1.0,17.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8084.0,20.0,8.0,2.0,5.0,1.0,2.0,201.0,2.0,0.0,1.0,999.0,9.0,1.0,99.0,99.0,6.0,5.0,99.0,11.0,2.0,8.0,2013
8085.0,20.0,8.0,2.0,10.0,2.0,18.0,1804.0,2.0,0.0,2.0,53.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,9.0,2.0,5.0,2013
8086.0,20.0,8.0,2.0,17.0,3.0,17.0,1712.0,2.0,0.0,1.0,19.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8087.0,20.0,8.0,2.0,21.0,4.0,3.0,301.0,2.0,0.0,1.0,999.0,9.0,1.0,99.0,99.0,6.0,5.0,99.0,11.0,2.0,8.0,2013
8088.0,21.0,8.0,3.0,23.0,4.0,1.0,101.0,1.0,10.0,1.0,31.0,5.0,1.0,4.0,1.0,6.0,5.0,42.0,5.0,1.0,4.0,2013
8089.0,21.0,8.0,3.0,23.0,4.0,12.0,1201.0,2.0,0.0,1.0,52.0,7.0,1.0,4.0,99.0,6.0,5.0,99.0,9.0,1.0,5.0,2013
8090.0,21.0,8.0,3.0,7.0,2.0,18.0,1805.0,2.0,0.0,1.0,55.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,5.0,2013
8091.0,21.0,8.0,3.0,7.0,2.0,18.0,1804.0,2.0,0.0,1.0,17.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8092.0,22.0,8.0,4.0,15.0,3.0,1.0,101.0,1.0,10.0,1.0,999.0,9.0,1.0,99.0,99.0,6.0,5.0,99.0,11.0,2.0,8.0,2013
8093.0,22.0,8.0,4.0,1.0,1.0,13.0,1307.0,2.0,0.0,1.0,30.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,5.0,1.0,4.0,2013
8094.0,22.0,8.0,4.0,12.0,3.0,15.0,1501.0,2.0,0.0,1.0,11.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,2.0,2.0,2013
8095.0,22.0,8.0,4.0,18.0,4.0,18.0,1801.0,2.0,0.0,1.0,52.0,7.0,1.0,4.0,99.0,6.0,5.0,99.0,9.0,2.0,5.0,2013
8096.0,22.0,8.0,4.0,14.0,3.0,4.0,405.0,2.0,0.0,2.0,41.0,6.0,1.0,12.0,7.0,6.0,5.0,99.0,7.0,1.0,4.0,2013
8097.0,23.0,8.0,5.0,19.0,4.0,1.0,101.0,1.0,8.0,1.0,55.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,1.0,5.0,2013
8098.0,23.0,8.0,5.0,15.0,3.0,12.0,1218.0,2.0,0.0,1.0,8.0,3.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,1.0,2.0,2013
8099.0,23.0,8.0,5.0,21.0,4.0,18.0,1801.0,2.0,0.0,2.0,15.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8100.0,24.0,8.0,6.0,2.0,1.0,1.0,101.0,1.0,7.0,1.0,999.0,9.0,9.0,4.0,1.0,6.0,5.0,2.0,11.0,1.0,8.0,2013
8101.0,24.0,8.0,6.0,2.0,1.0,1.0,101.0,1.0,7.0,1.0,19.0,4.0,1.0,4.0,1.0,6.0,5.0,2.0,2.0,1.0,3.0,2013
8102.0,24.0,8.0,6.0,22.0,4.0,1.0,101.0,1.0,12.0,1.0,38.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,6.0,1.0,4.0,2013
8103.0,24.0,8.0,6.0,22.0,4.0,1.0,109.0,1.0,2.0,1.0,17.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8104.0,24.0,8.0,6.0,12.0,3.0,9.0,901.0,2.0,0.0,1.0,36.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,6.0,2.0,4.0,2013
8105.0,24.0,8.0,6.0,15.0,3.0,13.0,1301.0,2.0,0.0,1.0,18.0,4.0,1.0,4.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8106.0,24.0,8.0,6.0,15.0,3.0,13.0,1301.0,2.0,0.0,1.0,17.0,4.0,2.0,4.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8107.0,24.0,8.0,6.0,15.0,3.0,13.0,1301.0,2.0,0.0,1.0,17.0,4.0,2.0,4.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8108.0,24.0,8.0,6.0,20.0,4.0,7.0,701.0,2.0,0.0,1.0,26.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,4.0,1.0,3.0,2013
8109.0,24.0,8.0,6.0,20.0,4.0,4.0,409.0,2.0,0.0,1.0,53.0,7.0,1.0,99.0,99.0,6.0,5.0,99.0,9.0,1.0,5.0,2013
8110.0,25.0,8.0,7.0,7.0,2.0,1.0,101.0,1.0,18.0,1.0,24.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,3.0,1.0,3.0,2013
8111.0,25.0,8.0,7.0,13.0,3.0,1.0,101.0,1.0,7.0,1.0,39.0,5.0,1.0,99.0,99.0,6.0,5.0,99.0,6.0,2.0,4.0,2013
8112.0,25.0,8.0,7.0,15.0,3.0,1.0,101.0,1.0,7.0,2.0,75.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,7.0,2013
8113.0,25.0,8.0,7.0,17.0,3.0,20.0,2011.0,2.0,0.0,2.0,13.0,4.0,2.0,99.0,99.0,6.0,5.0,99.0,1.0,1.0,2.0,2013
8114.0,25.0,8.0,7.0,15.0,3.0,5.0,508.0,2.0,0.0,1.0,18.0,4.0,1.0,99.0,99.0,6.0,5.0,99.0,2.0,2.0,3.0,2013
8115.0,25.0,8.0,7.0,23.0,4.0,5.0,506.0,2.0,0.0,1.0,80.0,8.0,1.0,99.0,99.0,6.0,5.0,99.0,10.0,2.0,7.0,2013
8116.0,25.0,8.0,7.0,15.0,3.0,10.0,1010.0,1.0,1.0,1.0,17.0,4.0,2.0,6.0,2.0,6.0,5.0,99.0,2.0,1.0,3.0,2013
8117.0,25.0,8.0,7.0,7.0,2.0,3.0,304.0,2.0,0.0,1.0,43.0,6.0,1.0,99.0,99.0,6.0,5.0,99.0,7.0,1.0,4.0,2013
8118.0,26.0,8.0,1.0,17.0,3.0,1.0,101.0,1.0,12.0,1.0,40.0,6.0,1.0,2.0,11.0,6.0,5.0,32.0,7.0,2.0,4.0,2013
8119.0,26.0,8.0,1.0,17.0,3.0,1.0,115.0,1.0,5.0,2.0,20.0,4.0,1.0,1.0,9.0,6.0,5.0,30.0,3.0,2.0,3.0,2013
8120.0,26.0,8.0,1.0,17.0,3.0,1.0,115.0,1.0,5.0,2.0,26.0,5.0,1.0,1.0,9.0,6.0,5.0,30.0,4.0,2.0,3.0,2013
8121.0,26.0,8.0,1.0,7.0,2.0,1.0,108.0,1.0,7.0,2.0,56.0,7.0,1.0,2.0,1.0,2.0,5.0,33.0,10.0,2.0,5.0,2013
8122.0,26.0,8.0,1.0,13.0,3.0,1.0,108.0,1.0,10.0,1.0,4.0,2.0,2.0,5.0,2.0,6.0,5.0,19.0,1.0,2.0,1.0,2013
8123.0,26.0,8.0,1.0,13.0,3.0,19.0,1904.0,2.0,0.0,1.0,20.0,4.0,1.0,5.0,2.0,6.0,5.0,23.0,3.0,1.0,3.0,2013
8124.0,26.0,8.0,1.0,21.0,4.0,11.0,1105.0,2.0,0.0,2.0,16.0,4.0,2.0,4.0,5.0,6.0,5.0,2.0,2.0,2.0,3.0,2013
8125.0,26.0,8.0,1.0,19.0,4.0,18.0,1801.0,2.0,0.0,1.0,42.0,6.0,1.0,4.0,99.0,6.0,5.0,99.0,7.0,2.0,4.0,2013
8126.0,26.0,8.0,1.0,0.0,1.0,7.0,701.0,2.0,0.0,1.0,32.0,5.0,1.0,1.0,99.0,6.0,5.0,2.0,5.0,1.0,4.0,2013
8127.0,27.0,8.0,2.0,19.0,4.0,1.0,101.0,1.0,7.0,2.0,79.0,8.0,1.0,4.0,1.0,5.0,5.0,24.0,10.0,2.0,7.0,2013
8128.0,27.0,8.0,2.0,13.0,3.0,8.0,802.0,2.0,0.0,1.0,35.0,5.0,1.0,1.0,2.0,4.0,5.0,32.0,6.0,2.0,4.0,2013
